Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_001386900.1|MBNL3|chrX|-	2698.6	132379202	chrX:132369320-132379677	NA	NA	NA	NA	NA	0.19	0.20	NA	NA	0.22	NA	NA	0.35	0.36	0.38	0.18	0.21	0.22	0.20	0.17	0.17	0.18	NA	0.17	NA	0.63	0.12	0.20	0.18	NA	0.18	0.23	0.18	NA	0.20	NA	0.20	0.20	NA	NA	NA	NA	0.16	NA	0.15	NA	0.31	NA	NA	0.21	0.15	0.17	0.12	0.11	0.19	0.16	0.17	0.15	0.25	NA	0.36	0.16	0.17	0.17	0.14	0.16	0.14
XM_011531364.2|MBNL3|chrX|-	258.7	132379194	chrX:132372002-132379677	NA	NA	NA	NA	NA	0.02	0.03	NA	NA	0.03	NA	NA	0.10	0.10	0.09	0.03	0.02	0.03	0.02	0.02	0.02	0.02	NA	0.02	NA	0.40	0.03	0.02	0.03	NA	0.02	0.02	0.02	NA	0.02	NA	0.02	0.02	NA	NA	NA	NA	0.02	NA	0.00	NA	0.09	NA	NA	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.13	NA	0.16	0.03	0.03	0.02	0.03	0.02	0.02
NM_001170701.3|MBNL3|chrX|-	258.8	132379194	chrX:132372004-132379677	NA	NA	NA	NA	NA	0.02	0.03	NA	NA	0.03	NA	NA	0.10	0.10	0.09	0.03	0.02	0.03	0.02	0.02	0.02	0.02	NA	0.02	NA	0.40	0.03	0.02	0.03	NA	0.02	0.02	0.02	NA	0.02	NA	0.02	0.02	NA	NA	NA	NA	0.02	NA	0.00	NA	0.09	NA	NA	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.13	NA	0.16	0.03	0.03	0.02	0.03	0.02	0.02
XM_024452403.1|MBNL3|chrX|-	1174.0	132379500	chrX:132379193-132379677	NA	NA	NA	NA	NA	0.12	0.20	NA	NA	0.17	NA	NA	0.18	0.17	0.20	0.11	0.16	0.10	0.26	0.17	0.29	0.20	NA	0.16	NA	0.01	0.02	0.28	0.24	NA	0.24	0.30	0.20	NA	0.58	NA	0.30	0.17	NA	NA	NA	NA	0.15	NA	0.13	NA	0.16	NA	NA	0.20	0.15	0.09	0.15	0.20	0.25	0.15	0.17	0.09	0.12	NA	0.16	0.29	0.28	0.27	0.32	0.24	0.42
NM_001164617.2|GPC3|chrX|-	1111393.2	133536142	chrX:133535745-133536293	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	NA
NM_004650.3|PNPLA4|chrX|-	50.6	7900663	chrX:7898247-7900817	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	NA	0.02	0.01	0.02	0.01	0.02	0.02	0.01	0.02	0.01	NA	NA	NA	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.00	0.02	0.02	NA	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	NA	NA	0.03	0.01	0.01	0.01	0.01	0.01	0.01
XM_011545588.1|PNPLA4|chrX|-	59.5	7900663	chrX:7898862-7900817	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001171991.3|HCCS|chrX|+	815.0	11121879	chrX:11121612-11123086	NA	NA	NA	0.00	NA	NA	0.00	NA	NA	0.00	NA	0.01	0.00	0.01	0.00	0.00	0.01	NA	0.01	NA	0.01	0.00	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00	NA	0.00	NA	0.00	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	0.00	0.01	0.00	NA	0.01	0.00	NA	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00
XM_024452368.1|HCCS|chrX|+	819.2	11121879	chrX:11121612-11123078	NA	NA	NA	0.00	NA	NA	0.00	NA	NA	0.00	NA	0.01	0.00	0.01	0.00	0.00	0.01	NA	0.01	NA	0.01	0.00	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00	NA	0.00	NA	0.00	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	0.00	0.01	0.00	NA	0.01	0.00	NA	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00
NM_001412.4|EIF1AX|chrX|-	13247.3	20127739	chrX:20124525-20128311	0.12	0.12	0.13	0.11	0.12	0.14	0.12	0.12	0.10	0.10	0.15	0.15	0.06	0.08	0.10	0.10	0.12	0.11	0.13	0.13	0.11	0.12	0.12	0.10	0.06	0.05	0.08	0.09	0.10	0.09	0.08	0.09	0.09	0.11	0.11	0.13	0.12	0.12	0.17	0.16	0.17	0.14	0.14	0.15	0.12	0.16	0.07	0.07	0.08	0.10	0.11	0.13	0.12	0.10	0.09	0.12	0.12	0.11	0.07	0.08	0.07	0.09	0.08	0.09	0.10	0.09	0.11
NM_001135998.3|NDUFB11|chrX|-	62166.7	47142289	chrX:47142216-47142440	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_153280.3|UBA1|chrX|+	11211.6	47214945	chrX:47214794-47215128	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00
NM_001371072.1|USP11|chrX|+	262.2	47247968	chrX:47247793-47248328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.45	NA	0.86	NA	NA	0.76	NA	0.46	NA	0.39	0.54	0.49	NA	0.19	0.33	0.46	NA	0.35	0.26	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	0.57	0.71	NA	NA	0.49	NA	NA	0.56	NA	0.65	0.42	0.48	0.38	NA	NA	0.37	0.58	NA	0.65
XM_017029207.1|PQBP1|chrX|+	12880.5	48903091	chrX:48902928-48903143	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_011530835.2|MAGED1|chrX|+	546987.2	51902303	chrX:51902146-51902354	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_030801.5|MAGED4B|chrX|-	629946.7	52061878	chrX:52061827-52062038	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001272062.2|MAGED4|chrX|+	599827.7	52192217	chrX:52192057-52192268	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001037811.2|HSD17B10|chrX|-	18204.8	53431443	chrX:53431258-53431594	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA
NM_004493.3|HSD17B10|chrX|-	17215.1	53431443	chrX:53431261-53431594	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA
NM_001195214.2|YIPF6|chrX|+	457.2	68532616	chrX:68531881-68537282	0.12	0.13	0.09	0.08	0.07	0.06	0.06	0.07	NA	0.06	NA	0.07	0.06	0.07	0.07	0.07	0.08	0.09	0.08	0.09	0.11	0.08	0.09	0.09	NA	NA	NA	0.08	0.09	0.11	0.07	0.08	0.06	0.10	0.16	0.07	0.08	NA	0.10	0.06	0.09	NA	NA	0.12	NA	0.09	0.09	0.08	0.07	0.10	0.09	0.08	0.07	NA	0.06	0.08	0.09	0.07	NA	NA	NA	0.06	0.07	0.07	0.07	0.07	0.09
NM_001370193.1|IGBP1|chrX|+	5150.3	70165984	chrX:70165833-70166324	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	1.00
NM_006223.4|PIN4|chrX|+	1102.6	72197543	chrX:72197368-72198340	0.02	0.03	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.03	0.02	0.01	0.01	0.00	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
NM_001007.5|RPS4X|chrX|-	3993238.6	72272603	chrX:72272042-72272772	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001866.3|COX7B|chrX|+	9616.8	77905384	chrX:77905184-77907376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_021029.6|RPL36A|chrX|+	3501509.2	101395879	chrX:101395728-101396155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
