Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_001350507.2|RARS2|chr6|-	1072.0	87514348	chr6:87513938-87514499	0.02	0.04	0.05	0.05	0.08	0.04	0.06	0.04	0.03	0.06	0.07	0.06	0.03	0.04	0.03	0.05	0.01	0.04	0.03	0.03	0.04	0.03	0.03	0.05	NA	0.01	0.02	0.02	0.04	0.03	0.02	0.01	0.04	0.06	0.05	0.03	0.05	0.06	0.06	0.04	0.04	0.03	0.05	0.05	0.02	0.10	0.07	0.02	0.00	0.05	0.04	0.03	0.05	0.02	0.05	0.04	0.05	0.05	0.03	0.06	0.00	0.05	0.03	0.04	0.04	0.01	0.03
NM_001287215.2|AMD1|chr6|+	328.9	110893627	chr6:110893476-110895713	0.24	0.26	0.25	0.32	0.12	0.18	0.12	0.07	0.06	0.09	NA	0.20	0.16	0.19	0.25	0.11	0.09	0.09	0.13	0.11	0.13	0.12	0.23	0.10	0.27	0.01	0.03	0.12	0.13	0.10	0.10	0.11	0.09	0.12	0.26	NA	0.18	0.09	0.28	0.10	0.17	0.20	0.14	NA	0.07	0.22	0.18	0.35	0.23	0.11	0.13	0.10	0.12	0.11	0.11	0.08	0.16	0.07	0.06	0.08	0.07	0.09	0.09	0.09	0.09	0.13	0.12
NM_001350299.2|EPB41L2|chr6|-	2832.6	130840447	chr6:130839347-130840598	0.02	0.03	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.02	0.03	0.02	0.01	0.05	0.02	0.03	0.03	0.02	0.03	0.03	0.05	0.03	0.02	0.03	0.01	0.01	0.01	0.07	0.04	0.07	0.03	0.04	0.03	0.02	0.06	0.05	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.07	0.01	0.01	0.02	0.04	0.04	0.02	0.03	0.02	0.02	0.02	0.01	0.01	0.01	0.03	0.02	0.02	0.04	0.03	0.04
NM_145169.3|SFT2D1|chr6|-	41986.0	166320030	chr6:166319728-166320256	0.22	0.16	0.19	0.19	0.13	0.18	0.16	0.18	0.15	0.12	0.10	0.16	0.08	0.21	0.24	0.17	0.21	0.13	0.20	0.18	0.19	0.15	0.20	0.22	NA	NA	NA	0.16	0.18	0.11	0.14	0.14	0.14	0.20	0.11	0.18	0.19	0.14	0.19	0.17	0.18	0.18	0.19	0.20	0.16	0.16	0.17	0.23	0.17	0.17	0.23	0.17	0.17	0.13	0.12	0.17	0.18	0.14	0.12	0.42	0.21	0.14	0.10	0.12	0.16	0.16	0.19
XM_011514591.3|PSMG4|chr6|+	4897.7	3267788	chr6:3267591-3268052	0.19	0.13	NA	0.16	NA	0.23	0.16	NA	NA	0.15	NA	NA	NA	0.21	NA	0.16	0.10	NA	0.16	NA	NA	0.14	NA	0.18	NA	0.06	NA	0.10	0.16	0.09	0.20	0.12	0.11	0.18	NA	0.09	0.23	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0.20	NA	NA	0.13	NA	0.15	NA	NA	NA	NA	NA	NA	0.21	0.18	0.14	0.18	0.14	0.18
NM_001128591.2|PSMG4|chr6|+	4889.8	3267788	chr6:3267591-3268049	0.18	0.12	NA	0.15	NA	0.21	0.14	NA	NA	0.14	NA	NA	NA	0.20	NA	0.14	0.10	NA	0.15	NA	NA	0.13	NA	0.17	NA	0.05	NA	0.09	0.15	0.08	0.18	0.10	0.10	0.17	NA	0.09	0.21	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.19	NA	NA	0.12	NA	0.14	NA	NA	NA	NA	NA	NA	0.19	0.17	0.13	0.17	0.13	0.16
NM_001166010.2|ECI2|chr6|-	164141.0	4115878	chr6:4115706-4116029	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_016167.5|NOL7|chr6|+	139686.6	13620905	chr6:13620754-13621498	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.02	0.03	0.03	0.03	0.03	0.04	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.06	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.04	0.03	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.04	0.02	0.02	0.02	0.02	0.03	0.02
NM_001031713.4|MCUR1|chr6|-	353.6	13790713	chr6:13786557-13790864	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	NA	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.04	0.00	0.00	0.01	0.00	0.00	0.00
XR_001743579.2|MCUR1|chr6|-	368.7	13790713	chr6:13786733-13790864	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	NA	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.04	0.00	0.00	0.01	0.00	0.00	0.00
NM_003542.4|H4C3|chr6|+	485306.2	26104084	chr6:26103933-26104337	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_021968.4|H4C11|chr6|+	2020.3	27824243	chr6:27824092-27824480	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_103455.1|ZSCAN16-AS1|chr6|-	200.9	28123007	chr6:28121795-28123211	0.00	0.01	0.01	0.01	0.00	NA	0.02	0.01	NA	0.02	NA	0.02	0.00	0.00	0.00	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.00	NA	NA	0.01	0.01	NA	0.01	0.02	NA	0.02	NA	0.00	NA	NA	0.00	0.02	0.01	0.02	0.01	0.00	NA	0.01	0.01	0.00	0.01	0.03	0.01	NA	0.02	0.03	0.00	0.02	0.02	0.02	0.00	0.03	0.04	NA	0.01	0.02	0.01	NA	0.01
NM_002116.8|HLA-A|chr6|+	1699245.9	29945602	chr6:29945451-29945870	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001278785.2|POLR1H|chr6|+	100397.5	30064850	chr6:30064673-30064907	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00
NR_037853.1|ATP6V1G2-DDX39B|chr6|-	109107.2	31530299	chr6:31530232-31530450	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_004640.7|DDX39B|chr6|-	109107.2	31530299	chr6:31530232-31530450	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_001282385.2|CSNK2B|chr6|+	139209.1	31670011	chr6:31669836-31670067	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_160950.1|SNHG32|chr6|+	1220984.1	31839708	chr6:31839543-31839761	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001710.6|CFB|chr6|+	294172.4	31952033	chr6:31951875-31952084	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_002904.6|NELFE|chr6|-	7454.4	31952227	chr6:31952087-31952398	0.13	0.09	0.16	0.22	0.16	0.11	0.19	0.07	0.14	0.13	0.15	0.17	0.14	0.13	0.14	0.15	0.13	0.07	0.09	0.14	0.12	0.06	0.12	0.08	NA	NA	0.12	0.09	0.12	0.15	0.10	0.11	0.13	0.18	0.10	0.06	0.06	0.14	0.10	0.14	0.09	0.04	0.12	0.09	0.09	0.06	0.10	0.13	0.16	0.13	0.09	0.10	0.09	0.09	0.15	0.11	0.07	0.08	0.18	0.17	0.06	0.17	0.17	0.10	0.14	0.09	0.13
XR_926301.3|SKIV2L|chr6|+	9211.0	31969740	chr6:31969515-31969811	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.89	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_006929.5|SKIV2L|chr6|+	27976.2	31969694	chr6:31969515-31969751	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001252204.2|C4A|chr6|+	124320.8	32002550	chr6:32002399-32002681	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
