Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_016497.4|MRPL51|chr12|-	41371.4	6492149	chr12:6491886-6492467	0.02	0.03	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.01	0.02	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	NA	NA	NA	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.03	0.02	0.01	0.03	0.02	0.02	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02
NM_001357943.2|GAPDH|chr12|+	4137785.8	6538252	chr12:6538101-6538371	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001301836.2|C12orf57|chr12|+	22936.8	6945925	chr12:6945771-6946002	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001301834.1|C12orf57|chr12|+	22779.1	6945926	chr12:6945771-6946003	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001320049.2|EMG1|chr12|+	42156.8	6975977	chr12:6975696-6976185	0.04	0.03	NA	0.03	NA	NA	0.03	0.02	NA	0.02	NA	0.02	0.03	0.03	0.02	0.03	0.04	0.02	0.03	NA	NA	NA	NA	NA	NA	0.01	NA	0.03	0.03	NA	0.04	0.03	0.04	0.03	NA	0.04	NA	NA	0.02	NA	0.04	0.02	0.03	0.03	NA	0.03	0.04	0.02	0.02	0.02	0.03	NA	0.02	NA	NA	NA	0.03	NA	NA	0.02	0.01	NA	0.02	0.02	0.03	NA	0.02
NM_033360.4|KRAS|chr12|-	49.1	25209760	chr12:25205246-25209911	NA	0.07	0.09	0.06	0.04	0.05	0.04	0.06	NA	0.09	NA	0.07	0.12	NA	NA	0.04	0.05	0.05	0.05	0.05	NA	0.07	0.06	NA	NA	0.17	0.00	0.06	0.11	0.04	0.06	0.08	NA	0.08	NA	NA	NA	NA	0.11	0.04	0.03	0.07	NA	NA	0.04	0.08	NA	NA	NA	0.10	0.07	0.07	0.09	0.06	0.08	0.06	0.05	NA	NA	0.07	0.05	0.06	0.04	0.04	0.05	0.04	0.10
NM_001190864.2|MRPS35|chr12|+	204.5	27755543	chr12:27755181-27756295	NA	NA	NA	NA	0.18	NA	0.19	0.22	0.17	0.20	NA	0.34	NA	NA	NA	0.23	0.17	0.15	0.38	0.22	NA	0.24	0.18	0.27	NA	NA	NA	0.11	0.19	0.04	0.08	0.10	0.11	NA	NA	NA	NA	NA	NA	NA	NA	0.20	0.29	NA	0.22	0.26	NA	NA	NA	0.27	0.43	0.37	0.34	0.15	0.35	0.19	0.26	0.24	NA	0.49	NA	0.24	0.14	0.14	0.10	0.07	0.16
NM_001143781.2|FKBP11|chr12|-	6007.5	48922035	chr12:48921963-48922201	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA
NM_003217.3|TMBIM6|chr12|+	11519.5	49763024	chr12:49762873-49764934	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.03	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.03	0.01	0.01	0.01	0.02	0.01	0.01
XM_024449172.1|TMBIM6|chr12|+	12567.9	49763024	chr12:49762873-49764740	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01
NM_001330654.2|EIF4B|chr12|+	928.0	53040330	chr12:53040143-53042215	0.14	0.10	0.10	0.08	0.10	0.07	0.09	0.11	0.06	0.10	0.08	0.09	0.24	0.25	0.31	0.09	0.10	0.06	0.06	0.10	0.09	0.07	0.06	0.09	0.08	NA	0.18	0.08	0.08	0.06	0.07	0.08	0.09	0.09	0.10	0.07	0.09	0.10	0.13	0.12	0.15	0.09	0.09	0.11	0.10	0.10	0.28	0.35	0.26	0.11	0.10	0.07	0.08	0.09	0.06	0.07	0.09	0.06	0.36	0.23	0.20	0.08	0.12	0.07	0.08	0.08	0.07
NM_021640.4|MYG1|chr12|+	24332.1	53307117	chr12:53306966-53307177	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00
