Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_024446037.1|GTF2H2|chr5|-	902.8	71035584	chr5:71035350-71035796	0.45	0.61	0.48	0.41	0.42	0.32	0.39	0.41	0.44	0.34	0.30	0.40	0.15	0.34	0.32	0.64	0.58	0.47	0.61	0.40	0.61	0.68	0.80	0.69	NA	NA	NA	0.65	0.49	0.50	0.52	0.47	0.50	0.52	0.34	0.61	0.38	0.37	0.52	0.47	0.45	0.47	0.46	0.47	0.45	0.39	0.25	0.50	0.30	0.35	0.49	0.69	0.49	0.39	0.47	0.44	0.45	0.44	0.36	0.58	0.21	0.39	0.28	0.48	0.41	0.55	0.60
NM_001297738.2|TBCA|chr5|-	410.3	77693201	chr5:77691166-77693352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00
NM_004607.3|TBCA|chr5|-	2200847.0	77691247	chr5:77691166-77691498	0.34	0.35	0.35	0.34	0.36	0.31	0.34	0.32	0.33	0.35	0.32	0.34	0.25	0.33	0.31	0.32	0.34	0.34	0.34	0.37	0.37	0.34	0.40	0.38	0.33	0.33	NA	0.38	0.38	0.40	0.34	0.33	0.37	0.33	0.34	0.32	0.32	0.35	0.32	0.31	0.34	0.32	0.34	0.33	0.30	0.31	0.31	0.33	0.32	0.32	0.33	0.35	0.33	0.33	0.35	0.33	0.34	0.32	0.28	0.30	0.28	0.37	0.35	0.35	0.38	0.35	0.39
NM_001190442.2|CAST|chr5|+	886.6	96773233	chr5:96772640-96774484	0.01	0.02	0.01	0.03	0.02	0.03	0.03	0.02	0.01	0.04	NA	0.03	0.05	0.07	0.04	0.02	0.03	0.02	0.03	0.03	0.03	0.05	0.02	0.04	NA	0.21	NA	0.01	0.03	0.02	0.02	0.01	0.01	0.02	0.00	0.02	0.04	0.02	0.04	0.02	0.03	0.03	0.03	0.05	0.04	0.04	0.18	0.04	0.07	0.03	0.03	0.02	0.03	0.05	0.01	0.03	0.03	0.03	0.10	0.03	0.12	0.01	0.02	0.02	0.02	0.03	0.02
NM_001278199.1|SNX2|chr5|+	152.6	122830105	chr5:122829598-122834539	0.04	0.02	0.01	0.03	0.04	0.03	0.04	0.03	0.03	0.03	NA	0.05	0.05	0.03	NA	0.03	0.02	0.03	0.02	0.02	0.01	0.02	0.03	0.03	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.03	0.04	0.01	NA	0.05	0.05	0.05	0.04	NA	0.03	0.03	0.04	0.03	0.05	0.06	0.04	0.04	0.03	0.03	0.02	0.02	0.01	0.02	0.04	0.02	0.02	NA	NA	NA	0.04	0.04	0.03	0.02	0.02	0.01
NM_003100.4|SNX2|chr5|+	152.4	122830105	chr5:122829598-122834543	0.04	0.02	0.01	0.03	0.04	0.03	0.04	0.03	0.03	0.03	NA	0.05	0.05	0.03	NA	0.03	0.02	0.03	0.02	0.02	0.01	0.02	0.03	0.03	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.03	0.04	0.01	NA	0.05	0.05	0.05	0.04	NA	0.03	0.03	0.04	0.03	0.05	0.05	0.04	0.04	0.03	0.03	0.02	0.02	0.01	0.02	0.04	0.02	0.02	NA	NA	NA	0.04	0.04	0.03	0.02	0.02	0.01
XM_017009820.1|UBE2D2|chr5|+	4075.0	139626907	chr5:139626756-139627692	0.13	0.17	0.17	0.20	0.08	0.09	0.12	0.09	0.08	0.08	0.13	0.16	0.21	0.25	0.19	0.20	0.13	0.16	0.17	0.17	0.17	0.14	0.11	0.16	0.01	0.23	0.08	0.08	0.18	0.09	0.10	0.10	0.13	0.21	0.20	0.14	0.10	0.11	0.10	0.22	0.13	0.14	0.12	0.12	0.10	0.11	0.21	0.26	0.34	0.20	0.20	0.18	0.18	0.16	0.21	0.13	0.13	0.13	0.17	0.30	0.14	0.15	0.13	0.09	0.10	0.08	0.11
NM_003339.3|UBE2D2|chr5|+	29662.7	139627691	chr5:139626756-139628434	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_006816.3|LMAN2|chr5|-	60053.9	177331954	chr5:177331567-177332246	0.21	0.17	0.15	0.21	0.19	0.22	0.25	0.18	NA	0.21	NA	0.22	0.24	0.20	0.24	0.18	0.15	0.14	0.19	NA	0.17	NA	NA	0.18	NA	NA	NA	0.15	0.14	NA	0.16	0.14	0.14	0.22	0.14	0.17	0.24	0.24	0.26	NA	0.25	0.24	0.24	0.28	NA	0.22	0.30	0.27	0.29	0.23	0.18	0.20	0.21	NA	0.19	0.24	0.20	0.18	0.30	0.32	0.28	0.18	0.22	0.22	0.19	NA	0.24
NM_018434.6|RNF130|chr5|-	566.0	179955484	chr5:179955067-179955669	0.01	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01
NR_039989.1|MIR4458HG|chr5|+	35.2	8460095	chr5:8459933-8463096	0.03	0.03	0.05	0.03	0.02	0.01	0.01	0.05	0.02	0.03	0.01	0.03	0.01	0.02	0.01	0.03	0.02	0.01	0.02	0.03	0.02	0.01	0.03	0.01	0.00	NA	NA	0.05	0.04	0.07	0.03	0.02	0.04	0.02	NA	NA	0.01	0.02	0.01	NA	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.04	0.02	0.03	0.03	0.02	0.02	0.01	0.01	0.00	0.01	0.02	0.04	0.01	0.04	0.08	0.06
NM_001306153.1|CCT5|chr5|+	69265.9	10265077	chr5:10264656-10266412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00
NM_001306154.2|CCT5|chr5|+	70216.8	10265077	chr5:10264656-10266389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00
XM_017008986.1|SUB1|chr5|+	15978.7	32601331	chr5:32601005-32604079	0.02	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.16	0.04	0.14	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.05	0.02	0.02	0.02	0.02	0.02	0.02
NM_001167595.2|AMACR|chr5|-	69.8	33988210	chr5:33986986-33988361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.20	0.07	0.10	0.06	0.08	0.07	0.06	NA	0.13	NA	NA	NA	NA	0.02	0.05	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	0.25	0.04	0.11	NA	NA	NA	0.06	0.08	0.03	0.05	NA	0.10	0.03	0.11	0.10	NA	NA	NA	NA	NA	0.14	0.06	NA	NA
NM_000997.5|RPL37|chr5|-	289601.8	40832422	chr5:40825262-40832573	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NR_034085.1|LOC648987|chr5|-	905.9	43018660	chr5:43016048-43018811	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.02	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.04	0.01	0.01	0.01	0.00	0.01	0.01	NA	0.00
NM_006451.5|PAIP1|chr5|-	2046.0	43527093	chr5:43526267-43527469	0.04	0.01	NA	NA	NA	NA	0.02	0.02	NA	0.02	NA	0.02	0.02	0.03	NA	0.01	0.02	NA	0.02	0.02	0.03	0.01	NA	0.02	0.11	0.12	NA	0.01	0.02	NA	NA	NA	NA	0.03	0.01	0.02	NA	NA	0.03	NA	NA	NA	0.02	0.02	NA	NA	NA	0.04	NA	0.03	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.01	NA	0.07	0.01	NA	NA	NA	0.02	NA	0.01
XM_005248230.4|PAIP1|chr5|-	2087.4	43527093	chr5:43526291-43527469	0.04	0.01	NA	NA	NA	NA	0.02	0.02	NA	0.02	NA	0.01	0.01	0.03	NA	0.01	0.01	NA	0.01	0.02	0.03	0.01	NA	0.02	0.12	0.08	NA	0.01	0.01	NA	NA	NA	NA	0.03	0.01	0.01	NA	NA	0.02	NA	NA	NA	0.01	0.01	NA	NA	NA	0.04	NA	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	NA	0.06	0.01	NA	NA	NA	0.01	NA	0.01
XM_005248400.4|FST|chr5|+	59334.9	53486102	chr5:53485951-53487134	0.06	0.03	0.05	0.06	0.05	0.03	0.04	0.05	0.04	0.05	0.06	0.05	0.01	0.03	0.06	0.04	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.01	0.02	0.05	0.02	0.02	0.02	0.03	0.06	0.07	0.06	0.05	0.05	0.05	0.03	0.05	0.04	0.05	0.06	0.03	0.06	0.04	0.05	0.03	0.04	0.06	0.04	0.05	0.03	0.02	0.04	0.06	0.03	0.02	0.04	0.01	0.03	0.01	0.02	0.03	0.02	0.03
NR_028508.1|PART1|chr5|+	78.0	60489852	chr5:60489661-60491265	NA	NA	NA	NA	NA	NA	0.04	0.03	NA	0.02	NA	0.02	NA	NA	NA	0.02	0.03	0.03	NA	NA	0.02	NA	NA	NA	NA	NA	NA	0.04	0.01	0.01	0.05	0.03	0.01	NA	NA	NA	NA	0.01	0.02	NA	NA	0.04	NA	0.02	0.03	0.04	NA	NA	NA	0.03	0.03	0.04	NA	NA	0.03	0.02	0.05	0.03	NA	NA	NA	0.05	0.01	0.02	0.03	0.02	0.03
NM_001354845.2|CCNB1|chr5|+	4115.2	69177739	chr5:69177524-69178245	0.21	0.09	0.11	NA	NA	NA	0.13	NA	NA	0.14	NA	0.16	0.14	0.16	0.11	0.18	0.09	0.08	0.09	0.10	0.16	0.09	0.05	0.09	NA	0.16	0.04	0.08	0.09	0.06	0.08	0.09	0.09	0.14	0.06	0.06	NA	NA	NA	0.15	0.13	NA	0.15	NA	NA	NA	0.17	0.12	0.22	0.21	0.15	0.15	0.14	0.11	0.09	0.11	0.15	0.09	NA	0.27	0.17	0.13	0.10	0.09	0.08	0.09	0.10
NM_033281.6|MRPS36|chr5|+	4638.9	69229459	chr5:69229208-69230158	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.02	NA	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.03	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.01	0.00	0.05	0.01	0.02	0.01	0.01	0.01	0.01
NM_001324072.1|CDK7|chr5|+	4328.8	69277305	chr5:69277107-69277430	0.13	0.17	0.14	0.14	0.09	0.17	0.10	0.14	NA	0.12	NA	0.12	0.11	0.10	0.14	0.13	0.17	0.20	0.13	0.09	0.11	0.10	0.10	0.13	NA	NA	NA	0.11	0.11	0.12	0.13	0.13	0.09	0.18	0.10	0.15	0.11	0.11	0.15	NA	0.20	0.13	0.12	0.13	0.08	0.11	0.12	0.18	0.18	0.11	0.13	0.10	0.11	0.18	0.13	0.14	0.13	0.10	0.08	NA	NA	0.13	0.10	0.16	0.12	0.12	0.10
