Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_001354073.1|MTRF1|chr13|-	61.4	41216974	chr13:41216369-41217228	NA	NA	NA	0.02	NA	0.01	0.03	0.03	NA	0.06	NA	0.02	0.02	0.04	0.02	0.09	0.01	0.00	NA	NA	NA	0.03	0.03	0.06	0.00	NA	NA	0.07	NA	NA	NA	NA	NA	0.04	0.01	NA	0.01	0.01	0.04	NA	NA	NA	0.03	0.03	0.04	0.04	0.02	0.02	0.05	0.02	0.07	0.03	0.02	NA	0.02	NA	0.09	0.03	0.02	0.00	0.00	NA	NA	NA	NA	NA	0.03
XM_017020414.1|ESD|chr13|-	22585.9	46771345	chr13:46771256-46771496	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_017020365.1|SUGT1|chr13|+	345.2	52687885	chr13:52687734-52700756	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_006704.5|SUGT1|chr13|+	341.3	52687885	chr13:52687734-52700909	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_018011.4|ARGLU1|chr13|-	11049.1	106543326	chr13:106541673-106544160	NA	NA	NA	NA	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	NA	NA	0.00	NA	NA	0.00	NA	NA	0.00	NA	NA	NA	NA	NA	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	0.00	NA	NA	0.00	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00
XR_243043.3|ARGLU1|chr13|-	2552.6	106544009	chr13:106543327-106544160	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	0.95	NA	0.89	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00
NM_005870.5|SAP18|chr13|+	24868.3	21147602	chr13:21147186-21149097	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	NA	0.16	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.07	0.08	0.03	0.01	0.01	0.01	0.01	0.02	0.02
NM_001366643.2|SAP18|chr13|+	25065.0	21147602	chr13:21147186-21149082	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	NA	0.16	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.07	0.08	0.03	0.01	0.01	0.01	0.01	0.02	0.02
NM_002097.3|GTF3A|chr13|+	37155.1	27435584	chr13:27435433-27435639	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_015932.6|POMP|chr13|+	70654.7	28678202	chr13:28678035-28678959	0.06	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.05	0.05	0.06	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.04	0.06	0.03	0.01	0.04	0.04	0.03	0.03	0.03	0.03	0.05	0.03	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.06	0.04	0.04	0.06	0.06	0.06	0.05	0.04	0.05	0.04	0.04	0.03	0.04	0.05	0.04	0.05	0.05	0.03	0.04	0.03	0.03	0.04	0.03	0.04
XM_024449341.1|HMGB1|chr13|-	181115.8	30460893	chr13:30459850-30461533	0.01	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
NM_001286703.2|UFM1|chr13|+	2208.0	38360862	chr13:38360711-38363619	0.13	0.09	0.06	0.14	0.09	0.14	0.12	0.17	0.17	0.14	0.10	0.11	0.04	0.04	0.06	0.13	0.11	0.14	0.11	0.09	0.10	0.12	0.14	0.16	0.07	0.10	0.04	0.09	0.08	0.07	0.07	0.07	0.06	0.09	0.11	0.04	0.17	0.18	0.21	0.12	0.13	0.17	0.16	0.24	0.21	0.20	0.10	0.05	0.05	0.14	0.15	0.17	0.15	0.14	0.10	0.17	0.16	0.14	0.25	0.09	0.13	0.10	0.07	0.10	0.12	0.10	0.11
XM_011535010.2|FOXO1|chr13|-	740.4	40558883	chr13:40555680-40559034	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.01	0.02	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
XM_024449441.1|MTRF1|chr13|-	69.0	41216974	chr13:41216470-41217228	NA	NA	NA	0.02	NA	0.01	0.02	0.04	NA	0.04	NA	0.02	0.01	0.01	0.01	0.04	0.01	0.00	NA	NA	NA	0.01	0.02	0.05	0.00	NA	NA	0.07	NA	NA	NA	NA	NA	0.03	0.01	NA	0.00	0.01	0.03	NA	NA	NA	0.02	0.03	0.03	0.03	0.01	0.01	0.05	0.02	0.08	0.02	0.02	NA	0.01	NA	0.03	0.03	0.01	0.00	0.00	NA	NA	NA	NA	NA	0.01
NM_013238.3|DNAJC15|chr13|+	658.2	43107417	chr13:43107178-43114213	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	NA	0.01	NA	NA	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	NA	0.00	NA	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.01	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	NA	NA	NA	0.01	0.01	0.01	0.00	0.01	0.01
NM_003295.4|TPT1|chr13|-	1246838.0	45337177	chr13:45333471-45337388	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
NM_001393978.1|SETDB2|chr13|+	12.9	49491912	chr13:49491732-49495003	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	0.03	0.06	NA	0.05	NA	NA	0.02	0.04	NA	NA	NA	NA	0.03	0.03	NA	0.01	NA	NA	NA	0.04	NA	NA	NA	0.01	NA	NA	0.03	NA	0.03	0.03	0.04	NA	NA	NA	0.03	NA	NA	0.02	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	0.03	NA	NA	0.01
NM_024570.4|RNASEH2B|chr13|+	507.0	50956509	chr13:50956358-50956762	0.07	0.03	0.07	0.02	0.02	0.01	0.04	0.03	0.00	0.03	0.07	0.02	0.15	0.10	NA	0.02	0.02	0.04	0.02	0.01	0.06	0.01	0.03	0.03	NA	NA	NA	0.03	0.04	0.04	0.02	0.04	0.00	0.09	0.03	0.16	0.08	0.00	0.02	0.04	0.04	0.01	0.02	0.06	0.02	0.04	NA	NA	NA	0.06	0.01	0.06	0.00	0.04	0.10	0.05	0.01	0.01	0.03	0.04	NA	0.06	0.05	0.02	0.03	0.03	0.05
XM_011535233.2|RNASEH2B|chr13|+	502.5	50956509	chr13:50956358-50956765	0.07	0.03	0.07	0.02	0.02	0.01	0.04	0.03	0.00	0.03	0.08	0.02	0.15	0.10	NA	0.03	0.02	0.04	0.02	0.01	0.06	0.01	0.03	0.03	NA	NA	NA	0.03	0.04	0.04	0.02	0.04	0.00	0.09	0.03	0.16	0.08	0.00	0.02	0.04	0.04	0.01	0.03	0.06	0.02	0.04	NA	NA	NA	0.06	0.01	0.06	0.00	0.04	0.10	0.05	0.01	0.01	0.03	0.04	NA	0.06	0.05	0.02	0.03	0.03	0.05
XM_006719867.4|RNASEH2B|chr13|+	508.5	50956509	chr13:50956358-50956760	0.07	0.03	0.07	0.02	0.02	0.01	0.04	0.03	0.00	0.03	0.07	0.02	0.15	0.10	NA	0.02	0.02	0.04	0.02	0.01	0.06	0.01	0.03	0.03	NA	NA	NA	0.03	0.04	0.04	0.02	0.04	0.00	0.09	0.03	0.16	0.08	0.00	0.02	0.04	0.04	0.01	0.02	0.06	0.02	0.04	NA	NA	NA	0.06	0.01	0.06	0.00	0.04	0.10	0.05	0.01	0.01	0.03	0.03	NA	0.06	0.05	0.02	0.03	0.03	0.05
NM_001287392.2|COMMD6|chr13|-	15071.5	75526437	chr13:75525214-75526639	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.01	0.00	0.00	0.00
XM_011535214.2|UCHL3|chr13|+	9717.5	75605892	chr13:75605729-75605944	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001270952.2|UCHL3|chr13|+	4266.3	75605933	chr13:75605729-75606020	0.10	0.10	0.07	0.06	0.09	0.08	0.07	0.11	0.06	0.09	0.10	0.07	0.06	0.06	0.07	0.07	0.07	0.08	0.08	0.06	0.06	0.07	0.07	0.09	NA	NA	NA	0.08	0.12	0.09	0.05	0.10	0.10	0.09	0.07	0.08	0.05	0.05	0.06	0.07	0.06	0.08	0.07	0.07	0.10	0.07	0.07	0.05	0.07	0.07	0.08	0.07	0.07	0.09	0.05	0.09	0.04	0.07	0.05	0.03	0.05	0.10	0.08	0.09	0.09	0.09	0.09
XR_001749968.1|LOC107984573|chr13|-	596.1	97235713	chr13:97235411-97235864	NA	NA	NA	0.04	0.02	0.07	0.00	0.03	0.00	0.07	NA	0.04	NA	NA	NA	0.04	0.02	0.07	0.03	0.02	0.05	NA	0.05	0.04	0.09	NA	0.01	0.08	0.03	0.04	0.02	0.07	0.06	NA	NA	NA	0.01	0.01	0.02	0.03	NA	0.02	0.02	NA	0.05	NA	NA	NA	NA	0.06	0.06	0.05	0.04	NA	0.03	0.09	0.00	NA	0.04	0.06	0.05	0.05	0.05	0.09	0.04	NA	0.06
