Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_024447228.1|SDC2|chr8|+	19045.2	96610643	chr8:96609385-96611767	0.13	0.06	0.07	0.05	0.06	0.06	0.10	0.07	0.07	0.05	0.12	0.08	0.15	0.15	0.19	0.09	0.06	0.08	0.06	0.07	0.06	0.05	0.05	0.04	0.51	NA	NA	0.03	0.05	0.03	0.03	0.04	0.04	0.12	0.06	0.05	0.09	0.07	0.05	0.06	0.06	0.10	0.09	0.10	0.05	0.09	0.10	0.16	0.15	0.08	0.06	0.05	0.08	0.06	0.06	0.06	0.08	0.09	0.13	0.19	0.06	0.06	0.05	0.04	0.05	0.04	0.05
NM_002998.4|SDC2|chr8|+	18888.8	96610643	chr8:96609385-96611790	0.15	0.07	0.08	0.06	0.07	0.07	0.12	0.09	0.08	0.06	0.15	0.10	0.18	0.17	0.21	0.10	0.07	0.09	0.07	0.09	0.07	0.07	0.07	0.05	0.59	NA	NA	0.04	0.06	0.04	0.04	0.05	0.05	0.14	0.07	0.06	0.11	0.08	0.07	0.07	0.07	0.12	0.10	0.12	0.06	0.11	0.12	0.19	0.17	0.10	0.08	0.07	0.09	0.07	0.08	0.07	0.09	0.11	0.16	0.22	0.08	0.07	0.06	0.05	0.07	0.05	0.06
XM_011517368.2|MTDH|chr8|+	2283.8	97724751	chr8:97724600-97727886	0.52	0.61	0.61	0.34	0.14	0.14	0.17	0.17	0.15	0.14	0.30	0.30	0.30	0.50	0.39	0.20	0.18	0.18	0.25	0.17	0.24	0.21	0.37	0.19	0.00	0.18	0.08	0.27	0.24	0.25	0.24	0.38	0.22	0.46	0.55	NA	0.19	0.13	0.35	0.18	0.38	0.24	0.15	0.63	0.16	0.34	0.18	0.26	0.46	0.20	0.19	0.16	0.17	0.16	0.24	0.18	0.21	0.17	0.11	0.30	0.24	0.23	0.21	0.20	0.24	0.18	0.23
XM_017013968.2|MTDH|chr8|+	2058.1	97726314	chr8:97724600-97728272	0.02	0.01	0.01	0.02	0.05	0.06	0.02	0.07	0.05	0.02	0.05	0.02	0.26	0.12	0.07	0.02	0.03	0.05	0.02	0.01	0.01	0.07	0.05	0.04	0.04	0.02	0.36	0.03	0.02	0.03	0.03	0.03	0.03	0.01	0.01	NA	0.02	0.03	0.01	0.02	0.02	0.01	0.02	0.01	0.04	0.05	0.12	0.09	0.11	0.03	0.04	0.05	0.02	0.03	0.05	0.04	0.03	0.02	0.19	0.14	0.13	0.02	0.05	0.01	0.04	0.02	0.03
NM_001363139.1|MTDH|chr8|+	1357.2	97726314	chr8:97724600-97730260	0.12	0.07	0.04	0.08	0.11	0.13	0.10	0.17	0.11	0.10	0.11	0.10	0.28	0.28	0.25	0.09	0.10	0.10	0.10	0.09	0.11	0.10	0.12	0.16	0.79	0.29	0.69	0.08	0.08	0.07	0.04	0.08	0.05	0.10	0.07	NA	0.10	0.11	0.10	0.12	0.08	0.09	0.07	0.07	0.14	0.14	0.45	0.19	0.19	0.10	0.08	0.13	0.11	0.06	0.08	0.11	0.12	0.10	0.53	0.23	0.30	0.05	0.08	0.06	0.09	0.07	0.06
NM_015420.7|DCAF13|chr8|+	2826.1	103442972	chr8:103442795-103443453	0.09	0.06	0.10	0.04	0.05	0.04	0.04	0.05	0.08	0.05	0.05	0.07	0.06	0.08	0.09	0.07	0.06	0.05	0.05	0.07	0.09	0.04	0.06	0.05	0.00	0.00	0.21	0.04	0.07	0.06	0.05	0.05	0.05	0.07	0.04	0.09	0.07	0.08	0.06	0.07	0.10	0.06	0.06	0.04	0.06	0.08	0.05	0.11	0.09	0.06	0.08	0.07	0.03	0.08	0.10	0.06	0.07	0.05	NA	0.22	0.31	0.07	0.05	0.07	0.05	0.05	0.05
NM_003756.3|EIF3H|chr8|-	14740.2	116644831	chr8:116642130-116645103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00
NM_001287747.1|FDFT1|chr8|+	360020.2	11838968	chr8:11838388-11839309	0.24	0.20	0.22	0.24	0.15	0.19	0.20	0.21	0.17	0.19	0.25	0.21	0.15	0.27	NA	0.21	0.16	0.21	0.20	0.20	0.20	0.18	0.15	0.18	NA	0.31	NA	0.14	0.17	0.13	0.13	0.15	0.17	0.20	NA	0.23	0.24	0.24	0.25	0.20	0.27	0.20	0.21	0.27	0.16	0.19	NA	0.22	NA	0.25	0.19	0.18	0.21	0.19	0.21	0.20	0.20	0.17	0.35	0.33	NA	0.24	0.18	0.16	0.18	0.17	0.17
XM_017013232.1|FGL1|chr8|-	98237.2	17864537	chr8:17864380-17864751	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.85	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00
NM_004467.4|FGL1|chr8|-	91572.2	17864531	chr8:17864389-17864751	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.74	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00
NM_201553.1|FGL1|chr8|-	89688.8	17864531	chr8:17864391-17864751	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.71	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00
NM_001831.4|CLU|chr8|-	216160.8	27597995	chr8:27597559-27598250	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.04	0.04	0.03	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.16	0.06	NA	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.04	0.04	0.03	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.08	0.07	0.08	0.02	0.02	0.02	0.02	0.03	0.02
NM_000637.5|GSR|chr8|-	1352.3	30679443	chr8:30678066-30679669	NA	NA	NA	0.16	NA	NA	NA	NA	NA	0.33	NA	NA	0.23	0.31	NA	0.48	NA	NA	0.23	NA	NA	NA	NA	0.27	NA	NA	NA	0.31	0.26	NA	0.32	0.24	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.29	NA	0.37	0.33	0.24	NA	NA	NA	NA	NA	NA	NA	0.29	0.25	NA	0.29	0.35	0.26	0.41	NA	0.27
NM_001023.4|RPS20|chr8|-	47069521.0	56073108	chr8:56073054-56073272	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001317859.2|CHCHD7|chr8|+	399.1	56217482	chr8:56217331-56218809	0.04	0.05	0.04	0.06	0.04	0.04	0.05	0.04	0.05	0.05	0.04	0.06	0.04	0.06	0.06	0.05	0.07	0.07	0.05	0.04	0.06	0.04	0.05	0.05	0.02	NA	0.03	0.05	0.05	0.03	0.03	0.05	0.05	0.04	0.06	0.05	0.06	0.07	0.06	0.06	0.07	0.08	0.05	0.06	0.04	0.06	0.07	0.07	0.07	0.06	0.07	0.07	0.06	0.05	0.06	0.09	0.08	0.05	0.05	0.10	0.09	0.05	0.04	0.04	0.05	0.05	0.04
NM_006837.3|COPS5|chr8|-	3857.0	67043166	chr8:67043079-67043317	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00
NM_001317805.2|TRAM1|chr8|-	2984.7	70574825	chr8:70573218-70575005	NA	0.67	NA	0.94	0.52	0.56	0.53	0.69	NA	0.59	NA	0.52	0.40	0.42	NA	0.43	0.50	0.46	0.46	0.45	0.63	0.63	NA	0.84	NA	NA	NA	0.34	0.46	0.32	0.35	0.46	0.56	0.54	0.46	0.27	0.83	0.60	0.63	0.50	NA	0.53	0.40	NA	NA	NA	0.59	0.36	NA	0.79	0.59	0.49	0.62	0.62	0.54	0.69	0.55	0.46	NA	NA	NA	NA	0.46	0.47	0.45	NA	0.64
XM_017013267.2|TRAM1|chr8|-	62.1	70574825	chr8:70573438-70575005	NA	0.15	NA	0.25	0.12	0.13	0.12	0.17	NA	0.14	NA	0.11	0.14	0.17	NA	0.10	0.15	0.10	0.12	0.15	0.18	0.13	NA	0.21	NA	NA	NA	0.08	0.14	0.09	0.09	0.12	0.17	0.10	0.14	0.09	0.18	0.13	0.10	0.12	NA	0.12	0.10	NA	NA	NA	0.22	0.12	NA	0.16	0.17	0.10	0.13	0.16	0.14	0.17	0.15	0.14	NA	NA	NA	NA	0.10	0.13	0.12	NA	0.15
NM_000971.4|RPL7|chr8|-	3136104.1	73290554	chr8:73290242-73290705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001204861.2|ELOC|chr8|-	2980.1	73946603	chr8:73945119-73946820	0.11	0.11	0.10	0.11	0.08	0.10	0.08	0.08	0.10	0.08	0.07	0.09	0.16	0.10	0.14	0.06	0.10	0.11	0.09	0.08	0.08	0.07	0.09	0.07	NA	0.02	NA	0.08	0.09	0.08	0.08	0.09	0.09	0.10	0.07	0.05	0.10	0.09	0.10	0.12	0.11	0.08	0.09	0.09	0.09	0.09	0.08	0.12	0.12	0.10	0.09	0.09	0.07	0.09	0.08	0.11	0.09	0.08	NA	0.15	0.02	0.07	0.07	0.08	0.10	0.09	0.09
XM_011517580.2|ELOC|chr8|-	5024.2	73946604	chr8:73945887-73946820	0.20	0.22	0.19	0.21	0.14	0.18	0.15	0.15	0.18	0.15	0.13	0.17	0.31	0.20	0.27	0.12	0.19	0.22	0.17	0.14	0.16	0.14	0.19	0.12	NA	0.04	NA	0.16	0.18	0.16	0.16	0.18	0.17	0.18	0.13	0.10	0.18	0.17	0.20	0.22	0.20	0.16	0.18	0.17	0.15	0.17	0.15	0.25	0.23	0.18	0.18	0.18	0.15	0.17	0.15	0.21	0.18	0.15	NA	0.29	0.05	0.14	0.13	0.16	0.20	0.17	0.16
NM_001444.3|FABP5|chr8|+	11266.9	81284665	chr8:81284514-81284775	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001199975.3|UQCRB|chr8|-	60573.0	96230934	chr8:96222947-96231132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_004374.4|COX6C|chr8|-	376856.8	99878114	chr8:99877865-99878265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
