Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_000154.2|GALK1|chr17|-	37359.4	75757951	chr17:75757894-75758127	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.91	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_006445.4|PRPF8|chr17|-	100544.8	1650805	chr17:1650629-1650956	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	NA	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00
NM_001329904.2|SERPINF1|chr17|+	182587.8	1777338	chr17:1777187-1777565	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	NA	NA
NM_018128.5|TSR1|chr17|-	186.9	2323504	chr17:2322396-2323655	NA	NA	NA	NA	NA	0.06	NA	NA	NA	0.06	NA	NA	0.63	0.29	NA	NA	0.04	NA	0.04	NA	NA	NA	NA	0.06	NA	0.31	0.60	0.28	0.21	0.29	0.29	0.29	0.21	NA	NA	NA	NA	NA	0.08	NA	0.15	NA	NA	0.05	0.07	0.06	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.33	0.30	0.40	0.40	0.35
NM_001278241.2|PELP1|chr17|-	418.1	4671380	chr17:4669774-4671531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_002798.3|PSMB6|chr17|+	149637.5	4798431	chr17:4798280-4798495	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001270481.2|PSMB6|chr17|+	175994.1	4798424	chr17:4798260-4798495	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_005022.4|PFN1|chr17|-	758855.2	4945846	chr17:4945652-4945997	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XR_001752663.2|RPAIN|chr17|+	4335.7	5432714	chr17:5432542-5432777	0.71	0.56	0.45	0.42	0.48	0.50	0.49	0.65	0.20	0.62	0.43	0.27	0.48	0.68	0.48	0.44	0.45	0.48	0.54	0.54	0.47	0.47	0.38	0.46	0.11	NA	NA	0.36	0.43	0.40	0.47	0.51	0.55	0.49	0.34	0.43	0.43	0.43	0.41	0.21	0.44	0.57	0.37	0.41	0.36	0.59	0.46	0.54	0.49	0.55	0.55	0.40	0.38	0.76	0.56	0.51	0.51	0.39	0.48	0.34	0.60	0.64	0.43	0.50	0.49	0.49	0.40
NM_001160246.2|RPAIN|chr17|+	4335.7	5432714	chr17:5432542-5432777	0.71	0.56	0.45	0.42	0.48	0.50	0.49	0.65	0.20	0.62	0.43	0.27	0.48	0.68	0.48	0.44	0.45	0.48	0.54	0.54	0.47	0.47	0.38	0.46	0.11	NA	NA	0.36	0.43	0.40	0.47	0.51	0.55	0.49	0.34	0.43	0.43	0.43	0.41	0.21	0.44	0.57	0.37	0.41	0.36	0.59	0.46	0.54	0.49	0.55	0.55	0.40	0.38	0.76	0.56	0.51	0.51	0.39	0.48	0.34	0.60	0.64	0.43	0.50	0.49	0.49	0.40
NM_001212.4|C1QBP|chr17|-	2738.0	5433013	chr17:5432879-5433164	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	0.71	NA	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	NA	NA	NA	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	0.89	0.74	0.70	1.00	NA	1.00	1.00	NA	1.00
NM_032731.4|TXNDC17|chr17|+	41630.6	6643121	chr17:6642951-6643311	0.05	0.04	0.03	0.04	0.02	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.02	0.05	0.02	0.03	0.04	0.04	NA	0.16	0.02	0.03	0.03	0.04	0.02	0.02	0.03	0.04	0.02	0.03	0.04	0.02	0.03	0.03	0.03	0.03	0.04	0.06	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.04	0.03	0.02	0.06	0.02	0.03	0.03	0.03	0.03	0.03
NR_037717.1|RNASEK-C17orf49|chr17|+	10027.7	7017412	chr17:7017261-7017524	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00
NM_001142799.3|C17orf49|chr17|+	9937.4	7017412	chr17:7017261-7017520	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00
NM_001142798.3|C17orf49|chr17|+	8911.2	7017408	chr17:7017257-7017520	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00
NM_080914.2|ASGR2|chr17|-	189054.1	7101589	chr17:7101322-7101740	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001201352.2|ASGR2|chr17|-	175569.1	7101589	chr17:7101326-7101740	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001671.5|ASGR1|chr17|-	787973.8	7173682	chr17:7173431-7173833	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	NA	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00
NM_001270447.2|ACADVL|chr17|+	67039.4	7225108	chr17:7224957-7225266	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	NA	1.00
NM_152766.5|TMEM256|chr17|-	271259.5	7403058	chr17:7402975-7403209	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NR_037926.1|SENP3-EIF4A1|chr17|+	127572.0	7578700	chr17:7578342-7579006	0.27	0.24	0.27	0.27	0.23	0.25	0.24	0.22	0.25	0.24	0.20	0.25	0.06	0.06	0.08	0.23	0.23	0.30	0.24	0.22	0.23	0.23	0.21	0.20	0.05	0.11	NA	0.20	0.19	0.24	0.18	0.20	0.18	0.23	0.26	0.34	0.29	0.30	0.33	0.22	0.27	0.29	0.32	0.34	0.27	0.30	0.06	0.07	0.08	0.21	0.20	0.21	0.25	0.23	0.23	0.19	0.20	0.17	0.07	0.09	0.04	0.19	0.25	0.23	0.22	0.21	0.24
NM_133491.5|SAT2|chr17|-	22116.0	7626463	chr17:7626234-7626614	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	NA	NA	NA	NA
NM_001330127.2|RANGRF|chr17|+	203966.9	8289964	chr17:8289813-8290061	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	1.00	NA	1.00	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00
XM_017024731.2|TRPV2|chr17|+	5093.7	16436940	chr17:16436789-16437003	NA	NA	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA
