Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_001518.5|GTF2I|chr7|+	6334.5	74760060	chr7:74759548-74760692	NA	0.35	0.28	0.26	NA	0.26	0.26	0.21	NA	0.27	NA	NA	0.38	0.31	0.39	0.22	0.22	0.28	0.27	NA	0.24	0.26	NA	0.25	NA	NA	NA	0.22	0.19	0.19	0.22	0.22	0.21	0.30	NA	0.30	0.27	0.30	0.29	NA	NA	NA	0.25	0.29	NA	0.25	0.43	0.31	NA	0.24	0.27	0.25	0.26	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	0.26	0.17	NA	0.26
NR_002206.3|GTF2IP1|chr7|-	6300.6	75185962	chr7:75185383-75186527	NA	0.32	0.21	0.19	NA	0.22	0.20	NA	NA	0.23	NA	0.20	0.43	0.30	0.39	0.18	0.19	0.22	0.23	0.17	0.19	0.22	NA	0.19	NA	NA	NA	0.15	0.16	0.10	0.15	0.16	0.14	0.26	0.23	0.26	0.21	0.28	0.24	NA	NA	NA	0.21	0.26	NA	0.21	0.47	0.31	NA	0.23	0.21	0.21	0.22	NA	NA	NA	NA	NA	NA	0.36	NA	0.15	NA	0.17	0.15	NA	0.20
NM_001105533.1|CPED1|chr7|+	446.3	121261798	chr7:121261632-121261918	0.49	0.54	0.38	0.59	0.09	0.45	0.31	0.25	0.50	0.15	NA	0.30	0.24	0.53	NA	0.38	0.31	0.41	0.38	0.26	0.37	0.23	0.30	0.24	NA	NA	NA	0.28	0.36	0.19	0.18	0.44	0.22	NA	0.45	0.30	0.22	NA	0.41	NA	NA	0.42	NA	0.42	NA	0.25	NA	NA	0.03	0.32	0.47	0.26	0.26	0.33	0.22	0.21	0.37	0.27	NA	0.02	NA	0.35	0.28	0.32	0.47	NA	0.39
NM_001291304.2|NDUFA5|chr7|-	5740.7	123541028	chr7:123536997-123542220	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001365381.2|ZFAND2A|chr7|-	13413.4	1152974	chr7:1152907-1153131	NA	NA	NA	NA	1.00	NA	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00
XM_017012083.1|SNX8|chr7|-	29.4	2255005	chr7:2251770-2255169	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	0.00	0.00	0.00	NA	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	0.00	NA	0.00	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00
NM_006908.5|RAC1|chr7|+	18598.8	6402521	chr7:6402316-6403967	0.07	0.07	0.07	0.07	0.06	0.08	0.07	0.08	0.07	0.07	0.07	0.08	0.08	0.11	0.09	0.07	0.06	0.07	0.08	0.08	0.07	0.07	0.07	0.06	0.03	0.05	0.01	0.05	0.07	0.05	0.05	0.05	0.07	0.08	0.08	0.08	0.08	0.08	0.08	0.05	0.06	0.07	0.07	0.08	0.07	0.09	0.08	0.10	0.08	0.06	0.07	0.07	0.06	0.07	0.07	0.06	0.07	0.06	0.06	0.08	0.10	0.06	0.05	0.05	0.05	0.05	0.06
NM_006854.4|KDELR2|chr7|-	62408.3	6461746	chr7:6461089-6463175	NA	0.04	0.02	0.04	0.04	NA	0.01	NA	NA	0.04	NA	0.04	NA	0.03	NA	0.03	0.02	0.03	0.03	0.02	0.01	0.03	0.02	0.03	NA	NA	NA	0.01	0.02	0.01	0.02	0.01	0.02	NA	0.04	0.03	0.06	0.02	0.02	NA	0.03	NA	NA	NA	NA	0.02	0.06	NA	NA	0.05	0.04	0.04	0.02	NA	0.02	NA	0.04	0.02	NA	NA	NA	NA	0.04	0.02	0.02	NA	0.02
XM_005249796.3|ZDHHC4|chr7|+	4770.3	6588768	chr7:6588617-6588996	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA
NM_001371293.1|ZDHHC4|chr7|+	6569.8	6588768	chr7:6588617-6589066	1.00	1.00	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA
NM_001134389.2|ZDHHC4|chr7|+	3050.4	6588978	chr7:6588617-6589374	0.04	0.03	NA	0.02	NA	NA	NA	NA	NA	0.01	NA	0.03	0.02	0.05	0.02	0.03	0.01	0.02	0.02	NA	NA	NA	NA	0.04	NA	NA	NA	NA	0.02	NA	NA	NA	NA	0.02	NA	0.04	0.01	NA	0.02	NA	NA	NA	NA	0.01	NA	0.02	0.01	0.03	NA	0.02	0.04	0.01	0.03	NA	0.01	0.01	0.03	NA	0.01	0.02	0.09	NA	NA	NA	NA	NA	NA
NM_002947.5|RPA3|chr7|-	2566.4	7636923	chr7:7636518-7637082	0.49	0.36	0.37	0.32	0.53	0.31	0.50	0.36	0.40	0.37	0.31	0.54	0.39	0.30	0.33	0.36	0.35	0.28	0.41	0.39	0.48	0.43	0.43	0.41	NA	NA	NA	0.35	0.34	0.37	0.33	0.34	0.31	0.34	0.51	0.35	0.48	0.53	0.65	0.50	0.54	0.62	0.48	0.53	0.52	0.35	0.34	0.33	0.35	0.31	0.46	0.38	0.41	0.42	0.39	0.44	0.36	0.50	0.20	0.49	0.49	0.44	0.48	0.38	0.43	0.37	0.49
NM_002489.4|NDUFA4|chr7|-	26149.0	10933456	chr7:10931943-10933692	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_014038.3|BZW2|chr7|+	897.3	16706211	chr7:16706060-16706517	NA	NA	NA	NA	1.00	NA	1.00	0.92	NA	NA	NA	NA	0.89	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	0.60	0.03	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	NA	NA	1.00	NA	1.00	0.94	NA	NA	1.00	0.83	0.33	1.00	1.00	1.00	1.00	NA	1.00
XM_006715708.1|BZW2|chr7|+	1160.4	16706211	chr7:16706060-16706522	NA	NA	NA	NA	1.00	NA	1.00	1.00	NA	NA	NA	NA	0.97	1.00	1.00	NA	NA	NA	NA	NA	1.00	NA	NA	1.00	NA	0.62	0.04	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	NA	NA	1.00	NA	1.00	1.00	NA	NA	1.00	0.89	0.37	1.00	1.00	1.00	1.00	NA	1.00
NM_001002926.2|POLR1F|chr7|-	69.5	19698409	chr7:19695461-19698727	0.03	0.08	0.02	0.01	0.03	NA	0.03	0.01	0.03	0.02	NA	0.01	0.04	0.04	NA	0.04	0.03	0.07	0.03	0.04	0.03	0.02	0.04	0.02	0.00	0.00	0.00	0.03	0.05	0.02	0.04	0.05	0.03	NA	0.05	NA	0.04	0.03	0.02	0.04	0.04	0.03	0.04	NA	0.01	0.06	0.02	0.02	0.03	0.03	0.05	0.04	0.02	NA	0.02	0.02	0.03	0.02	0.00	NA	0.01	0.02	0.07	0.03	0.02	0.04	0.03
NM_019059.5|TOMM7|chr7|-	3380754.6	22813025	chr7:22812974-22813185	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_017011731.1|MALSU1|chr7|+	22238.4	23309521	chr7:23309356-23309573	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_138446.2|MALSU1|chr7|+	3295.3	23309567	chr7:23309356-23310209	0.03	0.02	0.03	0.01	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.01	0.02	0.02	0.01	0.02	NA	0.02	0.03	0.02	0.01	0.01	0.01	0.03	0.02	0.02	0.02	0.04	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.03	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.04	0.01	0.02	0.02	0.01	0.02	0.02	0.03
NM_018947.6|CYCS|chr7|-	4744.8	25122826	chr7:25118656-25123849	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.01	NA	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00
XR_001744674.2|HNRNPA2B1|chr7|-	26676.3	26190126	chr7:26189920-26190460	0.05	0.05	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.05	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.05	0.04	0.05	0.03	0.06	0.04	0.02	0.01	0.04	0.04	0.03	0.04	0.04	0.05	0.05	0.03	0.02	0.05	0.02	0.04	0.04	0.04	0.03	0.02	0.04	0.03	0.06	0.02	0.07	0.10	0.03	0.04	0.05	0.03	0.03	0.04	0.06	0.02	0.05	0.04	0.06	0.02	0.07	0.07	0.05	0.04	0.04	0.06	0.06
XM_017012110.2|HNRNPA2B1|chr7|-	27053.3	26190126	chr7:26189927-26190460	0.05	0.05	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.05	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.05	0.03	0.04	0.03	0.05	0.04	0.02	0.01	0.03	0.04	0.03	0.04	0.03	0.04	0.05	0.03	0.02	0.05	0.02	0.04	0.04	0.04	0.03	0.02	0.04	0.03	0.06	0.02	0.07	0.10	0.03	0.03	0.05	0.03	0.03	0.04	0.06	0.02	0.05	0.04	0.06	0.02	0.07	0.06	0.05	0.04	0.04	0.06	0.05
XR_001744667.2|HNRNPA2B1|chr7|-	15894.6	26190309	chr7:26190125-26190460	1.00	1.00	1.00	1.00	1.00	0.75	1.00	0.86	1.00	1.00	0.99	1.00	0.45	0.73	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.85	0.74	0.39	0.04	0.89	0.87	0.82	1.00	0.87	1.00	0.88	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	0.77	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.76	1.00	1.00	0.56	0.67	0.49	1.00	0.99	1.00	0.86	1.00	0.97
NM_001316772.1|GARS1|chr7|+	9150.6	30633893	chr7:30633735-30634033	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.32	0.75	0.26	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.77	1.00	1.00	0.81	0.79	0.65	1.00	1.00	1.00	1.00	1.00	1.00
