Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_016395.4|HACD3|chr15|+	149.7	65576498	chr15:65576303-65578349	0.02	0.03	0.01	0.04	0.02	NA	0.02	0.04	NA	0.02	0.01	0.03	0.04	0.03	0.05	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.02	0.03	NA	NA	NA	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.01	NA	0.03	NA	0.03	NA	0.04	0.03	NA	0.04	0.02	0.04	0.04	0.04	0.01	0.03	0.02	0.05	0.02	0.01	0.04	0.04	0.01	0.04	0.03	0.08	0.03	0.03	0.04	0.02	0.04	0.03
XM_011521664.2|HACD3|chr15|+	149.2	65576498	chr15:65576303-65578355	0.02	0.03	0.01	0.04	0.02	NA	0.02	0.04	NA	0.02	0.01	0.03	0.04	0.03	0.05	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.02	0.03	NA	NA	NA	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.01	NA	0.03	NA	0.03	NA	0.04	0.03	NA	0.04	0.02	0.04	0.04	0.04	0.01	0.03	0.02	0.05	0.02	0.01	0.04	0.04	0.02	0.04	0.03	0.08	0.03	0.03	0.04	0.02	0.04	0.03
NM_000126.4|ETFA|chr15|-	712324.2	76216294	chr15:76215353-76216597	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	NA	NA	NA	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.00	NA	NA	0.01	0.01	0.00	0.00	0.01
XR_931766.3|ETFA|chr15|-	3905918.0	76216446	chr15:76216228-76216597	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00
NM_001271918.2|SEC11A|chr15|-	800502.4	84669731	chr15:84669544-84670069	0.21	0.14	0.14	0.15	0.15	0.13	0.12	0.13	0.14	0.13	NA	0.09	0.05	0.04	0.03	0.15	0.17	0.17	0.17	0.14	0.17	0.13	NA	0.18	NA	0.03	NA	0.17	0.13	NA	NA	NA	0.15	0.13	0.08	0.16	0.12	0.11	0.11	0.13	0.12	0.11	0.13	0.18	0.15	0.10	0.03	0.03	0.03	0.12	0.16	0.14	0.13	0.17	0.12	0.17	0.10	0.17	0.12	0.07	NA	0.10	0.13	0.17	NA	NA	0.18
NM_003134.6|SRP14|chr15|-	3578386.2	40036040	chr15:40035690-40036500	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01
NM_005313.5|PDIA3|chr15|+	28576.4	43771545	chr15:43771105-43772620	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	NA	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.05	0.02	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00
NR_037673.1|SERF2-C15ORF63|chr15|+	25732.4	43801877	chr15:43801711-43802589	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001199876.1|SERF2|chr15|+	7554567.1	43794046	chr15:43793759-43794162	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.01	NA	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
NM_016400.4|HYPK|chr15|+	8303.1	43801877	chr15:43801711-43804427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
XR_002957658.1|B2M|chr15|+	130302.3	44717758	chr15:44717607-44718145	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00
NM_001330286.2|DUT|chr15|+	6983.2	48342420	chr15:48342022-48343373	0.04	0.05	0.04	0.03	0.03	0.01	0.02	0.03	0.05	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.04	0.03	0.04	0.05	0.00	0.00	0.01	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.02	0.03	0.07	0.05	0.03	0.02	0.03	0.04	0.02	0.03	0.06	0.06	0.03	0.02	0.04	0.05	0.03	0.03	0.04	0.04	0.03	0.02	0.01	0.06	0.02	0.03	0.03	0.03	0.04	0.03	0.03
NM_001323903.2|LEO1|chr15|-	26876.1	51938082	chr15:51938025-51938260	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_001323904.2|LEO1|chr15|-	24214.5	51938081	chr15:51938025-51938256	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_005254374.4|LIPC|chr15|+	3074.9	58568873	chr15:58568716-58568952	0.06	0.07	0.03	0.07	0.08	0.03	0.07	0.04	0.06	0.03	0.08	0.05	0.11	0.11	0.09	0.08	0.04	0.08	0.09	0.10	0.11	0.12	0.05	0.08	NA	0.00	NA	0.11	0.08	0.04	0.04	0.04	0.04	0.11	NA	0.08	0.03	0.04	0.05	0.06	0.03	0.02	0.08	0.06	0.06	0.06	0.04	0.02	0.12	0.05	0.10	0.03	0.08	0.07	0.05	0.12	0.10	0.04	0.02	0.13	0.02	0.06	0.02	0.05	0.06	0.09	0.12
NM_001002858.3|ANXA2|chr15|-	147393.3	60347333	chr15:60347151-60347689	0.03	0.03	0.03	0.04	NA	NA	0.03	0.04	NA	0.03	NA	0.03	0.02	NA	0.03	0.03	0.03	0.04	0.02	0.03	0.04	0.03	NA	0.03	NA	NA	NA	0.04	0.03	NA	0.04	NA	0.02	NA	0.03	0.04	0.03	0.04	0.03	NA	0.04	0.03	0.04	0.03	NA	0.03	NA	0.03	0.01	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	NA	NA	NA	NA	0.03	0.03	0.03	0.03	0.03
XM_017022090.1|ANXA2|chr15|-	124192.6	60347538	chr15:60347329-60347689	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00
NM_015920.4|RPS27L|chr15|-	3427.0	63153854	chr15:63148249-63154060	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.02	NA	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01
NM_001206836.2|RAB11A|chr15|+	1647.0	65888083	chr15:65887724-65889717	NA	0.02	NA	0.02	NA	NA	0.02	0.02	NA	0.03	NA	0.04	0.02	0.06	NA	0.02	0.02	0.02	0.02	NA	0.02	0.02	NA	0.02	NA	NA	NA	0.01	0.02	0.01	0.01	0.01	0.01	NA	0.03	0.02	0.03	NA	0.02	NA	NA	NA	NA	0.03	0.02	0.03	NA	NA	NA	0.03	0.02	0.03	0.02	NA	0.02	NA	0.02	0.02	NA	NA	NA	NA	NA	NA	0.01	NA	0.02
NM_004663.5|RAB11A|chr15|+	1762.8	65888083	chr15:65887701-65889717	NA	NA	NA	0.02	NA	NA	0.02	NA	NA	0.03	NA	NA	0.02	0.06	NA	0.02	0.02	0.02	0.02	NA	0.02	0.02	NA	0.02	0.16	NA	NA	0.01	0.02	NA	0.01	0.01	NA	NA	0.03	0.02	0.03	NA	0.02	NA	NA	0.02	NA	0.03	NA	0.03	NA	NA	NA	0.03	0.02	0.03	0.03	NA	0.02	NA	0.02	0.02	NA	NA	NA	NA	NA	NA	0.01	NA	0.02
NM_000968.4|RPL4|chr15|-	286524.9	66499322	chr15:66498015-66499652	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01
NM_001143936.2|C15orf61|chr15|+	4728.0	67526640	chr15:67526418-67530146	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_213725.2|RPLP1|chr15|+	18208441.3	69455579	chr15:69455428-69456205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_004255.4|COX5A|chr15|-	18911.7	74920277	chr15:74919791-74920442	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01
