Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_018683.4|RNF114|chr20|+	2867.3	49952227	chr20:49952076-49953885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.02	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00
XM_011528792.3|SLCO4A1|chr20|+	532.1	62672617	chr20:62672456-62673090	NA	0.01	NA	0.00	0.01	NA	NA	NA	NA	NA	NA	NA	0.01	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.00	NA	NA	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	0.01	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.00	0.00	NA	NA	0.00	0.00	NA	0.01
NM_003091.4|SNRPB|chr20|-	2788025.0	2461788	chr20:2461642-2461939	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_006392.4|NOP56|chr20|+	156417.7	2658080	chr20:2657929-2658393	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_006899.5|IDH3B|chr20|-	34299.2	2658686	chr20:2658395-2658837	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_023935.3|DDRGK1|chr20|-	63480.4	3190520	chr20:3190350-3190819	0.22	0.28	0.28	0.39	0.73	NA	0.72	NA	NA	0.74	NA	NA	0.39	0.30	0.19	0.32	0.24	0.35	0.37	NA	0.23	NA	NA	0.37	NA	NA	NA	0.32	0.41	NA	0.42	NA	NA	NA	NA	0.33	NA	NA	0.88	NA	NA	0.76	NA	0.90	NA	0.83	0.38	0.32	0.30	0.68	0.42	0.39	0.36	NA	0.48	0.69	0.44	0.45	0.57	0.42	NA	NA	NA	NA	0.74	NA	NA
NM_182649.2|PCNA|chr20|-	127420.3	5115211	chr20:5114953-5115362	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_001394149.1|MKKS|chr20|-	16821.9	10413709	chr20:10413529-10413931	0.17	0.19	0.15	0.19	0.13	0.10	0.14	0.11	NA	0.15	NA	0.13	0.28	0.19	0.16	0.13	0.13	0.16	0.16	0.15	0.20	0.11	0.19	0.15	NA	NA	NA	0.14	0.12	0.12	0.14	0.16	0.12	0.14	0.16	0.20	0.12	NA	0.19	NA	0.18	0.10	0.12	0.20	NA	0.07	NA	0.11	0.15	0.18	0.17	0.13	0.18	0.15	0.12	0.20	0.13	0.15	NA	0.13	NA	0.14	0.13	0.12	0.15	0.11	0.18
XR_001754396.1|NDUFAF5|chr20|+	41.8	13817269	chr20:13817118-13821580	0.01	0.00	0.01	0.02	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	NA	NA	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.01	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.03	0.04	NA	0.01	0.01	0.01	0.00	0.01	0.00
XM_006723624.2|NDUFAF5|chr20|+	332.6	13817269	chr20:13817118-13817663	0.02	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.06	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.02	0.00	0.04	0.00	0.00	0.00	NA	NA	0.01	0.04	0.02	0.01	0.01	0.01	0.01	0.04	0.00	0.00	0.04	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.08	0.03	0.02	0.00	0.03	0.00	0.00	0.03	0.01	0.00	0.00	0.00	NA	0.00	0.04	0.00	0.02	0.01	0.00
XR_430269.3|NDUFAF5|chr20|+	49.0	13817269	chr20:13817118-13820822	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	NA	NA	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.02	NA	0.00	0.01	0.00	0.00	0.00	0.00
XM_024451999.1|NDUFAF5|chr20|+	342.8	13817269	chr20:13817118-13817647	0.02	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.02	0.00	0.06	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.02	0.00	0.04	0.00	0.00	0.00	NA	NA	0.01	0.04	0.02	0.01	0.01	0.01	0.01	0.05	0.00	0.00	0.04	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.08	0.03	0.02	0.00	0.03	0.00	0.00	0.04	0.01	0.00	0.00	0.00	NA	0.00	0.05	0.00	0.02	0.01	0.00
NM_198220.3|SNRPB2|chr20|+	86465.6	16741219	chr20:16740846-16742564	0.04	0.04	0.02	0.02	0.03	0.02	0.02	0.02	NA	0.02	NA	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.04	0.03	0.03	0.02	NA	0.03	0.00	0.00	NA	0.03	0.02	0.02	NA	0.02	0.02	0.03	0.01	0.02	0.03	0.02	0.03	NA	0.03	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.03	0.03	0.02	0.02	NA	0.01	NA	0.02	NA	0.02	0.02	NA	0.02
XM_011529144.1|DSTN|chr20|+	11050.1	17607326	chr20:17607037-17608242	0.52	0.55	0.54	0.44	0.67	0.46	0.51	0.52	0.45	0.51	0.43	0.54	0.43	0.31	0.34	0.60	0.52	0.53	0.50	0.38	0.48	0.48	0.54	0.53	NA	NA	NA	0.54	0.50	0.51	0.62	0.62	0.55	0.62	0.46	0.47	0.51	0.69	0.66	0.47	0.51	0.58	0.60	0.48	0.55	0.38	0.52	0.37	0.47	0.49	0.64	0.59	0.55	0.52	0.68	0.59	0.51	0.50	NA	0.27	NA	0.54	0.62	0.55	0.74	0.67	0.59
NM_006870.4|DSTN|chr20|+	13125.5	17608242	chr20:17607037-17609919	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	NA	NA	NA	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.00	0.00	NA	0.04	NA	0.01	0.01	0.01	0.01	0.00	0.00
NM_001365613.2|RRBP1|chr20|-	14114.3	17614069	chr20:17613679-17614220	0.51	0.65	0.67	0.60	0.70	0.42	0.53	0.33	0.53	0.60	0.63	0.82	1.00	1.00	1.00	0.54	0.54	0.46	0.46	0.52	0.44	0.49	0.41	0.45	1.00	0.43	1.00	0.38	0.66	0.31	0.48	0.29	0.59	0.90	0.45	0.49	0.51	0.48	0.56	0.88	0.68	0.69	0.53	0.69	0.57	0.58	1.00	1.00	1.00	0.90	0.65	0.57	0.48	0.43	0.41	0.65	0.55	0.51	1.00	1.00	1.00	0.57	0.61	0.38	0.61	0.50	0.47
NM_001348957.2|SMIM26|chr20|+	57968.3	18569387	chr20:18569236-18569560	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	NA	1.00
NM_001348958.2|SMIM26|chr20|+	83884.3	18569390	chr20:18569239-18569611	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	NA	1.00
NR_001558.3|LINC00261|chr20|-	76.7	22564496	chr20:22560553-22565116	0.06	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	0.10	0.09	0.11	0.09	NA	0.11	NA	0.09	0.11	NA	NA	NA	0.09	0.10	0.06	0.11	0.14	0.11	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	0.17	NA	NA	0.13
NM_000099.4|CST3|chr20|-	1115858.2	23633848	chr20:23633657-23633999	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001164603.1|ASXL1|chr20|+	3074.6	32372315	chr20:32372164-32372549	0.93	0.49	0.46	0.74	0.67	0.60	0.85	0.65	0.44	0.79	0.51	0.76	0.51	0.46	0.45	0.58	0.55	0.73	0.56	0.34	0.49	0.47	0.27	0.49	1.00	0.03	0.05	0.41	0.59	0.49	0.57	0.42	0.50	0.77	0.52	0.82	0.66	0.80	1.00	0.63	0.81	0.63	0.97	0.86	0.71	0.61	0.47	0.51	0.54	0.70	0.39	0.47	0.48	0.59	0.69	0.70	0.56	0.46	0.50	0.70	0.42	0.90	0.89	0.69	0.65	0.41	0.81
NM_025227.3|BPIFB2|chr20|+	51259.7	33023493	chr20:33023342-33023703	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA
XM_011528656.3|AHCY|chr20|-	198727.6	34280499	chr20:34280265-34280650	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00
NM_001362750.2|AHCY|chr20|-	191127.2	34280499	chr20:34280268-34280650	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00
