Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_017003117.1|LRPPRC|chr2|-	65002.5	43888274	chr2:43887743-43888656	0.04	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.02	0.05	0.06	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.01	0.26	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.05	0.02	0.04	0.04	0.03	0.03	0.02	0.03	0.04	0.04	0.04	0.03	0.03	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.03	0.07	0.06	0.04	0.03	0.03	0.03	0.03	0.03	0.03
NM_001244710.2|GFPT1|chr2|-	2763.3	69325270	chr2:69319780-69326233	0.13	0.17	0.14	0.10	0.13	0.08	0.12	0.15	0.14	0.14	NA	0.14	0.26	0.21	0.18	0.14	0.15	0.17	0.20	0.20	0.17	0.14	0.23	0.18	NA	NA	NA	0.14	0.12	0.16	0.16	0.13	0.15	0.15	0.10	0.08	0.11	0.10	0.11	NA	0.18	0.13	0.13	0.12	0.13	0.11	0.23	NA	NA	0.16	0.17	0.13	0.23	0.21	0.16	0.19	0.17	0.16	0.27	0.30	NA	0.14	0.14	0.18	0.13	0.14	0.13
XM_017003801.1|GFPT1|chr2|-	2960.5	69325270	chr2:69321518-69326233	0.05	0.06	0.05	0.03	0.06	0.04	0.05	0.05	0.07	0.06	NA	0.04	0.15	0.13	0.12	0.07	0.06	0.06	0.07	0.07	0.08	0.06	0.11	0.08	NA	NA	NA	0.06	0.04	0.07	0.08	0.05	0.07	0.07	0.03	0.03	0.04	0.03	0.04	NA	0.05	0.04	0.05	0.04	0.06	0.03	0.19	NA	NA	0.07	0.07	0.05	0.10	0.11	0.08	0.07	0.09	0.07	0.20	0.28	NA	0.07	0.05	0.08	0.06	0.08	0.05
XM_017003802.2|GFPT1|chr2|-	276.7	69326067	chr2:69325267-69326233	0.23	0.21	0.16	0.31	0.10	0.24	0.19	0.21	0.15	0.20	NA	0.45	0.28	0.43	0.39	0.28	0.23	0.11	0.28	0.22	0.26	0.17	0.11	0.14	NA	NA	NA	0.11	0.18	0.11	0.17	0.09	0.12	0.23	0.17	0.18	0.36	0.21	0.23	NA	0.26	0.26	0.28	0.34	0.10	0.28	0.35	NA	NA	0.34	0.40	0.20	0.21	0.19	0.33	0.15	0.34	0.15	0.59	1.00	NA	0.15	0.18	0.13	0.13	0.10	0.13
NM_001320698.2|ANXA4|chr2|+	6794.1	69826464	chr2:69825456-69827112	0.04	0.02	0.04	0.09	0.12	0.04	0.04	0.15	NA	0.08	NA	0.09	0.04	0.05	0.04	0.03	0.01	0.05	0.09	NA	0.02	0.01	0.02	0.01	1.00	0.02	NA	0.02	0.01	0.01	0.02	0.04	0.02	0.04	0.00	0.02	0.09	0.08	0.03	NA	0.09	0.07	0.07	0.04	0.07	0.11	0.02	0.04	0.07	0.06	0.07	0.02	0.04	0.00	0.02	0.01	0.03	0.02	0.23	0.25	0.37	0.07	0.01	0.04	0.03	0.03	0.01
XM_017003944.1|ANXA4|chr2|+	1050.0	69825781	chr2:69825456-69826461	0.07	0.04	0.04	0.05	0.04	0.02	0.02	0.03	NA	0.05	NA	0.06	0.02	0.04	0.07	0.03	0.05	0.02	0.06	NA	0.06	0.03	0.05	0.04	0.23	0.02	NA	0.03	0.05	0.03	0.03	0.04	0.02	0.06	0.02	0.02	0.05	0.03	0.04	NA	0.03	0.02	0.04	0.05	0.04	0.05	0.04	0.03	0.03	0.02	0.07	0.03	0.04	0.03	0.03	0.06	0.05	0.02	0.04	0.03	0.04	0.04	0.03	0.02	0.03	0.02	0.03
NM_001014972.3|ZNF638|chr2|+	34827.5	71434893	chr2:71434742-71435061	NA	NA	NA	1.00	NA	NA	1.00	NA	NA	1.00	NA	1.00	NA	1.00	NA	1.00	NA	NA	1.00	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	NA
NM_001368096.1|TGOLN2|chr2|-	17786.8	85319177	chr2:85318027-85322758	NA	NA	NA	NA	0.00	NA	NA	NA	NA	0.01	NA	NA	0.01	0.01	0.01	0.01	0.02	0.02	0.01	NA	NA	NA	NA	NA	0.00	0.00	0.03	0.02	NA	0.02	0.01	0.01	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.01	0.01	0.01	NA	0.01	0.03	NA	NA	0.02	NA	NA	0.01	0.01	0.01	NA	0.02	0.01	0.02	NA	0.01
NM_006464.4|TGOLN2|chr2|-	16075.9	85319176	chr2:85318027-85322741	NA	0.01	NA	0.00	0.00	0.01	0.01	0.00	0.01	0.01	NA	NA	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.02	NA	0.01	0.00	0.00	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.01	NA	NA	0.01	NA	NA	0.02	NA	NA	NA	NA	0.02	NA	0.00	0.01	0.01	0.00	0.01	0.00	0.03	NA	NA	0.01	0.03	NA	0.01	0.01	0.01	NA	0.02	0.01	0.02	0.01	0.01
XM_006712794.4|RGPD5|chr2|+	46.0	109856013	chr2:109855862-109857691	NA	NA	NA	0.09	NA	NA	0.16	0.17	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	0.11	NA	0.10	0.16	0.05	0.12	NA	NA	0.06	0.04	0.11	0.08	0.10	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	0.10	0.17	NA	0.15	NA	NA	0.11	0.10	NA	NA	NA	NA	0.07	0.13	NA	NA
NM_005054.3|RGPD5|chr2|+	45.7	109856013	chr2:109855862-109857705	NA	NA	NA	0.09	NA	NA	0.16	0.17	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	0.11	NA	0.10	0.16	0.05	0.12	NA	NA	0.06	0.04	0.11	0.08	0.10	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	0.10	0.17	NA	0.15	NA	NA	0.11	0.10	NA	NA	NA	NA	0.07	0.13	NA	NA
XR_001739638.1|LOC101927283|chr2|+	242.5	111287110	chr2:111286959-111288476	0.07	NA	NA	0.04	0.03	0.03	0.01	0.02	0.03	0.02	NA	0.02	NA	NA	NA	0.03	0.02	NA	0.02	NA	0.03	0.03	0.04	0.02	0.07	0.06	0.00	NA	0.01	NA	NA	NA	NA	NA	0.01	NA	0.03	0.03	0.03	NA	NA	0.01	0.02	NA	0.03	0.01	NA	NA	NA	0.05	0.03	NA	0.03	NA	NA	NA	NA	NA	0.05	0.02	0.03	NA	NA	0.01	0.01	NA	NA
XM_006712636.3|UGGT1|chr2|+	197.2	128189946	chr2:128189717-128195656	0.15	0.18	NA	NA	0.16	0.18	0.19	0.16	NA	0.12	NA	0.14	0.48	NA	0.27	0.13	0.17	0.17	0.13	0.18	0.12	0.14	0.19	0.15	0.67	NA	NA	0.15	0.18	0.18	0.13	0.14	0.23	0.13	0.13	0.12	0.13	0.13	0.15	0.12	NA	0.12	NA	NA	0.13	0.12	NA	NA	0.42	0.17	0.14	0.15	0.16	NA	0.14	0.10	0.13	0.14	0.32	0.59	0.81	0.15	0.13	0.17	0.19	0.14	0.18
NM_020120.4|UGGT1|chr2|+	196.5	128189946	chr2:128189717-128195677	0.15	0.18	NA	NA	0.16	0.18	0.19	0.16	NA	0.12	NA	0.14	0.48	NA	0.27	0.13	0.17	0.17	0.13	0.18	0.12	0.14	0.19	0.14	0.67	NA	NA	0.15	0.18	0.18	0.13	0.14	0.23	0.13	0.13	0.12	0.13	0.13	0.15	0.12	NA	0.12	NA	NA	0.13	0.12	NA	NA	0.42	0.17	0.13	0.15	0.16	NA	0.14	0.10	0.13	0.14	0.32	0.59	0.80	0.15	0.13	0.17	0.19	0.14	0.18
XM_011510825.3|RAB3GAP1|chr2|+	2738.8	135169974	chr2:135169734-135170289	0.28	0.18	NA	NA	0.20	NA	0.18	0.21	NA	0.22	NA	0.19	0.21	0.20	NA	0.15	0.12	0.18	0.23	0.13	NA	0.16	0.12	0.17	NA	NA	NA	0.16	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	0.23	NA	0.18	NA	0.18	0.15	0.18	0.13	NA	0.13	0.17	0.22	0.17	0.10	NA	0.13	NA	0.18	0.18	0.18	0.15	0.22
NM_001349.4|DARS1|chr2|-	22675.9	135907256	chr2:135905881-135907407	0.06	0.06	0.05	0.07	0.06	0.04	0.05	0.05	0.04	0.06	0.06	0.05	0.03	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.07	0.06	0.06	0.06	0.03	0.18	0.00	0.05	0.06	0.05	0.04	0.06	0.04	0.06	0.07	0.06	0.06	0.05	0.07	0.04	0.05	0.06	0.06	0.07	0.06	0.04	0.05	0.06	0.05	0.06	0.06	0.04	0.06	0.06	0.04	0.05	0.05	0.04	0.05	0.09	0.03	0.04	0.04	0.05	0.05	0.05	0.05
NM_003937.3|KYNU|chr2|+	187.0	143042311	chr2:143042047-143055833	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
XR_923058.1|KYNU|chr2|+	20618.5	143042198	chr2:143042047-143042311	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001365602.4|PRPF40A|chr2|-	1738.3	152655326	chr2:152651732-152656398	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.02	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.04	0.01	0.01	0.03	0.02	0.02	0.01	0.03	0.02	0.02	0.04	0.03	0.02	0.04	0.03	0.04	0.03	0.06	0.04	0.04	0.03	0.04	0.04	0.04	0.02	0.04	0.04	0.05	0.03	0.03	0.03	0.06	0.04	0.04	0.03	0.04	0.01	0.02	0.04	0.02	0.03	0.02	0.02	0.02
XM_024452979.1|PRPF40A|chr2|-	2085.0	152655326	chr2:152652513-152656398	0.03	0.03	0.03	0.03	0.03	0.05	0.04	0.05	0.03	0.03	0.05	0.04	0.03	0.04	0.02	0.02	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.00	0.00	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.04	0.03	0.05	0.03	0.06	0.04	0.04	0.02	0.05	0.05	0.04	0.02	0.04	0.05	0.05	0.03	0.04	0.03	0.05	0.05	0.04	0.04	0.02	0.01	0.02	0.04	0.02	0.03	0.02	0.02	0.02
XM_024452980.1|PRPF40A|chr2|-	1014.9	152656247	chr2:152655325-152656398	0.44	0.63	0.34	0.31	0.27	0.28	0.26	0.31	0.29	0.33	0.31	0.29	0.69	0.56	0.28	0.54	0.43	0.46	0.40	0.65	0.44	0.34	0.33	0.44	0.41	0.36	0.22	0.26	0.40	0.28	0.30	0.29	0.30	0.52	0.25	0.33	0.33	0.30	0.25	0.46	0.34	0.39	0.31	0.39	0.25	0.31	0.54	0.61	0.38	0.48	0.47	0.36	0.32	0.39	0.39	0.48	0.39	0.27	0.36	0.64	0.32	0.26	0.33	0.25	0.31	0.27	0.28
XM_017004457.1|PRPF40A|chr2|-	1016.0	152656247	chr2:152655327-152656398	0.44	0.63	0.34	0.31	0.27	0.28	0.26	0.31	0.29	0.33	0.31	0.29	0.69	0.56	0.28	0.54	0.43	0.46	0.40	0.65	0.44	0.34	0.33	0.44	0.41	0.36	0.22	0.26	0.40	0.28	0.30	0.29	0.30	0.52	0.25	0.33	0.33	0.30	0.25	0.46	0.34	0.39	0.31	0.39	0.25	0.31	0.54	0.61	0.38	0.48	0.47	0.36	0.32	0.39	0.39	0.48	0.39	0.26	0.36	0.64	0.32	0.26	0.33	0.25	0.31	0.27	0.28
NM_005805.6|PSMD14|chr2|+	7148.0	161411453	chr2:161411302-161411717	1.00	1.00	1.00	1.00	1.00	0.91	1.00	1.00	0.81	1.00	1.00	0.99	0.97	1.00	0.93	1.00	0.92	1.00	1.00	1.00	0.70	1.00	1.00	1.00	NA	NA	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.76	1.00	1.00	1.00	1.00	0.81	1.00	0.93	0.97	1.00	0.90	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.91	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_001935.4|DPP4|chr2|-	107.2	161993222	chr2:161992245-161993384	NA	0.13	NA	0.11	0.07	NA	0.11	NA	0.05	0.07	NA	0.09	0.12	NA	NA	0.11	0.10	0.13	0.15	0.07	0.14	NA	NA	NA	0.19	NA	NA	0.08	0.09	NA	NA	NA	0.08	0.11	0.08	0.09	0.13	0.10	0.09	NA	0.11	NA	0.12	0.14	0.06	0.11	0.28	NA	NA	0.11	0.16	0.14	0.20	NA	0.11	0.17	NA	0.10	0.53	NA	NA	0.07	0.05	0.06	0.09	NA	0.08
