Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
XM_011530289.3|RANBP1|chr22|+	154.4	20125459	chr22:20125308-20126277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	NA	0.00	0.00	NA	0.00	NA	NA	0.00	NA	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00
XM_011530291.3|RANBP1|chr22|+	7742.1	20127181	chr22:20126952-20127354	0.44	0.38	0.26	0.52	0.41	0.33	0.33	0.42	0.31	0.50	0.37	0.36	0.17	0.14	0.19	0.32	0.41	0.26	0.35	0.42	0.42	0.41	0.47	0.34	0.19	NA	NA	0.30	0.20	0.34	0.21	0.30	0.27	0.30	0.27	0.24	0.34	NA	0.31	0.41	0.41	0.33	0.49	0.52	NA	0.29	0.22	0.19	0.16	0.31	0.25	0.27	0.33	0.19	0.24	0.41	0.32	0.35	0.30	0.28	0.13	0.22	0.17	0.27	0.23	0.22	0.22
XM_017028892.1|RANBP1|chr22|+	7364.6	20127181	chr22:20126955-20127354	0.43	0.38	0.25	0.52	0.41	0.33	0.33	0.41	0.31	0.49	0.37	0.35	0.17	0.14	0.19	0.31	0.40	0.26	0.35	0.42	0.41	0.40	0.46	0.33	0.19	NA	NA	0.30	0.20	0.33	0.21	0.30	0.26	0.29	0.27	0.24	0.34	0.36	0.31	0.40	0.40	0.32	0.48	0.51	0.34	0.29	0.21	0.19	0.15	0.31	0.25	0.27	0.33	0.19	0.23	0.40	0.31	0.35	0.30	0.27	0.12	0.21	0.16	0.26	0.22	0.22	0.22
NR_103819.1|SNRPD3|chr22|+	281051.3	24572134	chr22:24571916-24574964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001278656.2|SNRPD3|chr22|+	280360.9	24572134	chr22:24571916-24574971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
XM_017028662.2|EWSR1|chr22|+	33533.5	29300284	chr22:29300122-29300336	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_017028659.1|EWSR1|chr22|+	11496.5	29300335	chr22:29300122-29300521	0.11	0.07	0.08	0.07	0.10	0.07	0.10	0.06	0.08	0.08	0.10	0.11	0.12	0.10	0.19	0.06	0.08	0.07	0.06	0.08	0.08	0.06	0.09	0.08	0.00	0.02	NA	0.07	0.10	0.06	0.08	0.07	0.09	0.09	0.05	0.10	0.08	0.07	0.10	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.10	0.06	0.09	0.16	0.06	0.09	0.08	0.09	0.10	0.10	0.09	0.07
XM_017028663.1|EWSR1|chr22|+	11460.9	29300335	chr22:29300122-29300522	0.11	0.07	0.08	0.07	0.10	0.07	0.10	0.06	0.08	0.08	0.10	0.11	0.12	0.10	0.19	0.06	0.08	0.07	0.06	0.08	0.08	0.06	0.09	0.08	0.00	0.02	NA	0.07	0.10	0.06	0.08	0.07	0.09	0.09	0.05	0.10	0.08	0.07	0.10	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.10	0.06	0.09	0.17	0.06	0.09	0.08	0.09	0.10	0.10	0.09	0.07
XM_017028644.2|EWSR1|chr22|+	11714.2	29300335	chr22:29300122-29300513	0.11	0.06	0.08	0.06	0.09	0.06	0.10	0.06	0.07	0.08	0.10	0.11	0.12	0.10	0.19	0.06	0.08	0.07	0.05	0.07	0.07	0.06	0.08	0.07	0.00	0.02	NA	0.07	0.10	0.05	0.08	0.06	0.08	0.09	0.05	0.09	0.07	0.07	0.10	0.16	0.13	0.09	0.07	0.16	0.05	0.13	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.07	0.09	0.10	0.05	0.08	0.16	0.05	0.09	0.07	0.09	0.10	0.10	0.09	0.07
XM_024452181.1|EWSR1|chr22|+	11425.6	29300335	chr22:29300122-29300523	0.11	0.07	0.08	0.07	0.10	0.07	0.10	0.06	0.08	0.08	0.10	0.11	0.12	0.10	0.19	0.06	0.08	0.07	0.06	0.08	0.08	0.06	0.09	0.08	0.00	0.02	NA	0.07	0.10	0.06	0.08	0.07	0.09	0.09	0.05	0.10	0.08	0.07	0.10	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.10	0.06	0.09	0.17	0.06	0.09	0.08	0.09	0.11	0.10	0.09	0.07
NM_001002877.2|THOC5|chr22|-	162.1	29508177	chr22:29505879-29508520	0.00	0.00	0.00	NA	0.01	0.01	0.00	0.00	NA	0.01	NA	NA	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.00	NA	NA	0.01	NA	0.03	NA	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	NA	0.00	NA	0.00	NA	NA	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	NA	0.00	NA	0.00	0.01	0.01	NA	0.03	0.06	0.03	0.00	NA	0.01	0.01	NA	0.01
XM_006724347.1|THOC5|chr22|-	824.4	29508329	chr22:29508167-29508520	0.16	0.22	0.30	NA	0.48	0.36	0.36	0.35	NA	0.26	NA	NA	0.66	0.48	0.47	0.37	0.33	0.25	0.38	0.45	0.40	NA	NA	0.27	NA	0.42	NA	0.56	0.38	0.43	0.55	0.34	0.42	0.37	0.42	0.30	0.41	NA	0.33	NA	0.35	NA	NA	0.22	0.22	0.32	0.40	0.69	0.68	0.34	0.65	NA	0.22	NA	0.23	0.55	0.35	NA	0.57	0.27	0.44	0.49	NA	0.46	0.33	NA	0.33
NM_013387.4|UQCR10|chr22|+	24596.2	29769944	chr22:29769678-29770413	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.00	NA	NA	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.02	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00
NM_021974.5|POLR2F|chr22|+	13653.7	37967799	chr22:37967625-37969312	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_152221.3|CSNK1E|chr22|-	1146.3	38291787	chr22:38290691-38291938	0.02	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
NM_001317923.2|ADSL|chr22|+	1585.6	40366587	chr22:40366436-40369367	0.03	0.04	0.02	0.03	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.01	0.02	0.03	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.13	0.04	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.03	0.03	0.02	0.03	0.02	0.01	0.02	0.02	0.03	0.06	0.06	0.04	0.02	0.03	0.02	0.02	0.02	0.01
XR_937825.3|ADSL|chr22|+	18474.2	40366587	chr22:40366436-40366644	0.20	0.27	0.19	0.19	0.23	0.11	0.20	0.17	0.28	0.23	0.10	0.17	0.23	0.19	0.14	0.20	0.27	0.19	0.20	0.19	0.16	0.15	0.23	0.16	0.00	0.43	0.05	0.20	0.23	0.23	0.22	0.20	0.20	0.12	0.12	0.15	0.15	0.18	0.14	0.19	0.18	0.20	0.20	0.21	0.12	0.14	0.18	0.18	0.19	0.24	0.23	0.13	0.14	0.18	0.13	0.21	0.24	0.22	0.31	0.16	0.13	0.21	0.24	0.17	0.22	0.13	0.20
XR_001755176.2|ADSL|chr22|+	18251.6	40366587	chr22:40366436-40366646	0.20	0.27	0.18	0.19	0.23	0.12	0.20	0.17	0.28	0.23	0.10	0.17	0.23	0.19	0.14	0.20	0.27	0.19	0.20	0.19	0.16	0.15	0.23	0.16	0.00	0.43	0.05	0.20	0.23	0.23	0.22	0.20	0.20	0.12	0.12	0.15	0.15	0.18	0.13	0.19	0.19	0.20	0.20	0.21	0.12	0.14	0.18	0.18	0.20	0.24	0.23	0.13	0.14	0.18	0.13	0.21	0.24	0.22	0.31	0.15	0.13	0.20	0.24	0.17	0.22	0.13	0.20
XM_017028637.1|ADSL|chr22|+	14524.2	40366587	chr22:40366436-40366700	0.17	0.24	0.17	0.19	0.18	0.10	0.15	0.15	0.25	0.18	0.09	0.15	0.21	0.17	0.11	0.17	0.24	0.17	0.17	0.18	0.13	0.14	0.21	0.14	0.00	0.38	0.06	0.17	0.20	0.20	0.17	0.18	0.18	0.11	0.10	0.13	0.12	0.14	0.11	0.17	0.16	0.18	0.17	0.17	0.11	0.12	0.17	0.16	0.19	0.22	0.19	0.13	0.14	0.17	0.11	0.16	0.18	0.19	0.25	0.12	0.14	0.17	0.21	0.15	0.20	0.12	0.17
NM_003932.5|ST13|chr22|-	5244.2	40826007	chr22:40824535-40826666	0.17	0.18	0.14	0.14	0.11	0.12	0.11	0.12	0.15	0.12	NA	0.10	0.12	0.10	0.11	0.11	0.12	0.16	0.13	0.11	0.12	0.13	0.11	0.12	NA	0.22	NA	0.12	0.13	0.12	0.15	0.14	0.15	0.17	0.10	0.15	0.10	0.10	0.09	0.07	0.09	0.08	0.09	0.12	0.13	0.10	0.08	0.06	0.11	0.11	0.17	0.14	0.12	0.14	0.14	0.10	0.12	0.12	0.11	0.05	0.09	0.14	0.12	0.14	0.12	0.10	0.12
NM_014248.4|RBX1|chr22|+	8576.1	40972663	chr22:40972476-40973309	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
NM_033318.5|SMDT1|chr22|+	1161.7	42083358	chr22:42083119-42084284	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00
NM_002490.6|NDUFA6|chr22|-	11429.1	42086114	chr22:42085526-42086314	0.02	0.01	0.01	0.02	0.02	0.02	0.03	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.04	NA	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.01
NM_001167574.2|UPK3A|chr22|+	2874.7	45295711	chr22:45295560-45295874	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	NA	NA	NA	NA	NA	1.00	NA	NA	NA	NA	1.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	1.00
