Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_G1_1_30_S2_PDUI	Synthego_G1_1_32_S4_PDUI	Synthego_G1_2_2_S6_PDUI	Synthego_G1_24hour_A_S43_PDUI	Synthego_G1_24hour_B_S57_PDUI	Synthego_G1_24hour_C_S59_PDUI	Synthego_G1_4hour_A_S54_PDUI	Synthego_G1_4hour_B_S55_PDUI	Synthego_G1_4hour_C_S56_PDUI	Synthego_G1_Control_A_S61_PDUI	Synthego_G1_Control_B_S50_PDUI	Synthego_G1_Control_C_S49_PDUI	Synthego_G1_Cytoplasm1_S71_PDUI	Synthego_G1_Cytoplasm2_S72_PDUI	Synthego_G1_Cytoplasm3_S73_PDUI	Synthego_G1_Ethanol_Control_2_S28_PDUI	Synthego_G1_Ethanol_Control_3_S29_PDUI	Synthego_G1_Ethanol_Control_4_S30_PDUI	Synthego_G1_Ethanol_Treated_24hour_2_S34_PDUI	Synthego_G1_Ethanol_Treated_24hour_3_S35_PDUI	Synthego_G1_Ethanol_Treated_24hour_4_S36_PDUI	Synthego_G1_Ethanol_Treated_3hour_2_S31_PDUI	Synthego_G1_Ethanol_Treated_3hour_3_S32_PDUI	Synthego_G1_Ethanol_Treated_3hour_4_S33_PDUI	Synthego_G1_Nuclear1_S65_PDUI	Synthego_G1_Nuclear2_S66_PDUI	Synthego_G1_Nuclear3_S67_PDUI	Synthego_G1_Peroxide_Treated_3hour_2_S16_PDUI	Synthego_G1_Peroxide_Treated_3hour_3_S17_PDUI	Synthego_G1_Peroxide_Treated_3hour_4_S18_PDUI	Synthego_G1_Peroxide_Treated_Control_2_S13_PDUI	Synthego_G1_Peroxide_Treated_Control_3_S14_PDUI	Synthego_G1_Peroxide_Treated_Control_4_S15_PDUI	Synthego_Wildtype_1_30_S1_PDUI	Synthego_Wildtype_1_32_S3_PDUI	Synthego_Wildtype_2_2_S5_PDUI	Synthego_Wildtype_24hour_A_S58_PDUI	Synthego_Wildtype_24hour_B_S53_PDUI	Synthego_Wildtype_24hour_C_S48_PDUI	Synthego_Wildtype_4hour_A1_S45_PDUI	Synthego_Wildtype_4hour_A2_S46_PDUI	Synthego_Wildtype_4hour_B_S51_PDUI	Synthego_Wildtype_4hour_C_S52_PDUI	Synthego_Wildtype_Control_A_S44_PDUI	Synthego_Wildtype_Control_B_S60_PDUI	Synthego_Wildtype_Control_C_S47_PDUI	Synthego_Wildtype_Cytoplasm1_S68_PDUI	Synthego_Wildtype_Cytoplasm2_S69_PDUI	Synthego_Wildtype_Cytoplasm3_S70_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24_PDUI	Synthego_Wildtype_Nuclear1_S62_PDUI	Synthego_Wildtype_Nuclear2_S63_PDUI	Synthego_Wildtype_Nuclear3_S64_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12_PDUI
NM_022365.4|DNAJC1|chr10|-	3425.2	21756598	chr10:21756548-21756755	1.00	1.00	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00
NM_001198819.2|A1CF|chr10|-	567.2	50806664	chr10:50799409-50806880	NA	NA	NA	NA	NA	NA	0.02	NA	NA	0.02	NA	NA	0.03	0.03	NA	0.02	0.02	0.02	0.02	0.02	0.02	0.02	NA	0.02	NA	0.01	NA	NA	0.01	NA	0.03	0.02	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	0.02	0.03	0.02	0.02	0.02	0.02	NA	0.03	0.03	0.02	0.02	0.02	0.03	0.02	NA	0.02	0.03	0.02	NA	0.02
XM_011539730.2|A1CF|chr10|-	567.5	50806664	chr10:50799413-50806880	NA	NA	NA	NA	NA	NA	0.02	NA	NA	0.02	NA	NA	0.03	0.03	NA	0.02	0.02	0.02	0.02	0.02	0.02	0.02	NA	0.02	NA	0.01	NA	NA	0.01	NA	0.03	0.02	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	0.02	0.03	0.02	0.02	0.02	0.02	NA	0.03	0.03	0.02	0.02	0.02	0.03	0.02	NA	0.02	0.03	0.02	NA	0.02
NM_001001330.3|REEP3|chr10|+	16.0	63620972	chr10:63620813-63625128	0.03	0.03	0.02	0.01	NA	0.01	0.02	0.01	NA	0.01	0.01	0.02	0.02	0.03	0.03	0.03	0.01	0.01	0.04	NA	0.03	0.02	0.02	0.01	0.00	NA	NA	0.02	0.02	0.01	0.01	0.01	0.02	0.04	0.03	0.01	0.02	0.01	0.01	NA	0.03	NA	0.01	NA	NA	0.02	0.02	0.03	0.01	0.02	0.03	0.03	0.02	0.04	0.01	NA	0.02	0.02	NA	NA	0.08	0.01	0.02	0.01	0.01	0.01	0.01
NM_001198696.2|AIFM2|chr10|-	9130.3	70113979	chr10:70112282-70114329	0.00	NA	NA	0.00	NA	NA	0.00	NA	NA	0.00	NA	0.00	0.00	0.00	0.00	0.00	NA	NA	0.00	NA	NA	NA	NA	NA	NA	0.00	NA	0.00	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	0.00	0.00	0.00	NA	0.00
NM_001242548.2|ANAPC16|chr10|+	953.6	72233295	chr10:72233001-72235860	0.13	0.10	0.07	0.07	NA	NA	0.08	NA	NA	0.08	NA	NA	0.03	0.05	0.06	0.12	0.10	NA	0.10	NA	NA	0.10	NA	NA	NA	NA	NA	NA	0.09	NA	0.08	0.10	NA	0.10	NA	0.06	NA	NA	0.12	NA	0.09	0.10	0.08	0.10	NA	0.11	0.04	0.04	0.04	0.08	0.12	0.12	0.10	NA	0.07	0.11	0.09	0.09	0.07	NA	NA	NA	0.07	0.08	0.09	0.05	0.06
NM_144589.4|COMTD1|chr10|-	3390.0	75233971	chr10:75233641-75234225	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	NA	0.00	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
XM_024447791.1|COMTD1|chr10|-	15857.8	75234074	chr10:75233971-75234225	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014394.3|GHITM|chr10|+	32903.2	84153175	chr10:84152264-84153568	0.08	0.09	0.13	NA	NA	0.03	0.11	NA	NA	NA	NA	NA	0.09	NA	NA	0.05	0.09	0.09	0.07	NA	0.10	0.08	NA	0.06	NA	NA	NA	0.06	0.12	0.08	0.05	0.05	NA	0.06	0.05	0.04	NA	NA	0.03	NA	NA	NA	NA	0.09	0.07	0.05	NA	NA	NA	0.05	0.06	0.05	0.09	0.05	0.03	0.06	0.06	0.07	NA	NA	NA	NA	NA	0.07	0.06	NA	0.07
NM_005736.4|ACTR1A|chr10|-	98.9	102480802	chr10:102480197-102480965	0.00	0.00	0.01	0.00	0.00	NA	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	NA	0.01	0.00	0.00	0.02	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.01	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	NA	NA	NA	0.00	0.01	0.00	0.00	0.00
NM_153810.5|CACUL1|chr10|-	1613.2	118685953	chr10:118676411-118686168	NA	NA	NA	NA	0.09	NA	0.10	NA	NA	0.08	NA	NA	0.06	0.07	0.07	0.08	NA	0.07	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	0.09	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.07	NA	0.08	0.08	NA	NA	NA	0.09	0.07	0.09	NA	0.04	0.05	0.04	NA	0.06	0.08	0.07	NA	0.10
NM_006541.5|GLRX3|chr10|+	16368.1	130179592	chr10:130179342-130179672	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
XM_017015791.2|AKR1C1|chr10|+	2475877.2	4977965	chr10:4977700-4979967	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001393392.1|AKR1C2|chr10|-	132076.1	4989773	chr10:4987775-4990038	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001253908.2|AKR1C3|chr10|+	2327753.5	5107632	chr10:5107461-5107686	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_032905.5|RBM17|chr10|+	3595.2	6115752	chr10:6115453-6117447	0.13	0.09	0.06	0.08	0.08	0.05	0.05	0.07	0.06	0.08	0.06	0.06	0.10	0.05	0.08	0.08	0.09	0.10	0.07	0.08	0.08	0.09	0.07	0.06	0.00	0.06	0.92	0.07	0.05	0.06	0.08	0.07	0.08	0.06	0.04	0.05	0.08	0.06	0.08	0.09	0.10	0.06	0.08	0.07	0.08	0.05	0.10	0.04	0.06	0.07	0.09	0.09	0.07	0.06	0.07	0.07	0.05	0.08	0.16	0.07	0.13	0.08	0.06	0.08	0.06	0.08	0.05
XR_001747246.2|RBM17|chr10|+	4919.9	6115752	chr10:6115453-6116832	0.11	0.08	0.05	0.05	0.08	0.06	0.04	0.07	0.05	0.06	0.04	0.05	0.12	0.06	0.08	0.07	0.08	0.10	0.06	0.07	0.07	0.09	0.06	0.05	0.00	0.10	1.00	0.06	0.05	0.04	0.06	0.04	0.06	0.06	0.04	0.04	0.06	0.06	0.05	0.07	0.08	0.04	0.06	0.06	0.06	0.04	0.11	0.05	0.06	0.07	0.08	0.08	0.07	0.06	0.06	0.07	0.05	0.07	0.18	0.09	0.17	0.07	0.06	0.06	0.04	0.07	0.03
NM_006023.3|CDC123|chr10|+	204159.7	12250462	chr10:12250311-12250589	1.00	NA	NA	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	NA	1.00	NA	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_018464.5|CISD1|chr10|+	9532.3	58287983	chr10:58287561-58289586	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.02	0.00	NA	NA	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.06	0.01	0.01	0.02	0.01	0.01	0.01
NM_001322445.1|HNRNPH3|chr10|+	22559.6	68342273	chr10:68341978-68343196	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001322451.2|HNRNPH3|chr10|+	22606.1	68342273	chr10:68341978-68343193	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
NM_001142648.2|SAR1A|chr10|-	2526.2	70152427	chr10:70147289-70152592	0.03	0.04	0.02	0.05	0.02	0.03	0.02	0.02	0.02	0.03	0.02	0.02	0.03	0.02	0.03	0.04	0.03	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.07	NA	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.03	0.03	0.04	0.03	0.03	0.02	0.02	0.03	0.04	0.04	0.12	0.06	0.04	0.02	0.02	0.02	0.02	0.02	0.02
XR_002956985.1|PPA1|chr10|-	30500.5	70203035	chr10:70202831-70203186	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
NM_021129.4|PPA1|chr10|-	27254.5	70203035	chr10:70202835-70203186	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00
